balanced_source_mae_mm,case,coverage_1mm,cross_midplane_mass,dependence,dual_missed,fitted_gap_error_mm,gap,matched_rms_mm,method,model_k,n,phase,posterior_brier,ratio,representation,risk_rms_mm,seed,sigma,single_false_split,source_gap_error_mm,status,surface_mae_mm,upper_mass,upper_mass_error,vertical_w1_mm
0.11739703071421093,s9190101_g2_n1_p0.2_l1,0.9921875,0.013811920978044756,1.0,0,0.017800300518617806,2.0,0.22293996641126546,repaired_insample_map,2,768,exposed,0.009877993832647572,0.2,points,0.22293996641126546,9190101,1.0,,0.054498536654676855,OK,0.06511817229192328,0.203125,0.0026041666666666574,0.07032650562526407
0.13094173454873306,s9190101_g2_n1_p0.2_l1,0.9869791666666666,0.021934091966665254,1.0,0,0.009901838733524126,2.0,0.26509454805887805,repaired_crossfit_map,2,768,exposed,0.010975062787151739,0.2,points,0.26509454805887805,9190101,1.0,,0.019523350135683515,OK,0.06568301578925734,0.203125,0.0026041666666666574,0.07089134912259813
0.6128822749525382,s9190101_g2_n1_p0.2_l1,0.9713541666666666,0.017915309446254073,1.0,1,2.0,2.0,0.6021969601129337,candidate_pool_S,1,768,exposed,0.20052083333333334,0.2,points,0.6021969601129337,9190101,1.0,,1.0159409127705685,OK,0.523113311600866,0.22916666666666666,0.028645833333333315,0.5245402867642001
0.5891828860322446,s9190101_g2_n1_p0.2_l1,0.8841145833333334,0.27849105292102033,1.0,0,0.6445499369174195,2.0,0.6538134971185866,candidate_pool_C,2,768,exposed,0.15602506760058107,0.2,points,0.6538134971185866,9190101,1.0,,0.5883894142890902,OK,0.45592251847389376,0.13932291666666666,0.061197916666666685,0.4661628839521347
0.11739703071421091,s9190101_g2_n1_p0.2_l1,0.9921875,0.013811920978044756,1.0,0,0.017800300518617806,2.0,0.22293996641126546,candidate_pool_L,2,768,exposed,0.009877993832647475,0.2,points,0.22293996641126546,9190101,1.0,,0.054498536654676855,OK,0.06511817229192327,0.203125,0.0026041666666666574,0.07032650562526406
0.12572644050285509,s9190101_g2_n1_p0.2_l1,0.9869791666666666,0.01868733871991201,1.0,0,0.02983563948764756,2.0,0.257781221493877,candidate_pool_R,2,768,exposed,0.009334643324651457,0.2,points,0.257781221493877,9190101,1.0,,0.03756992355038857,OK,0.062127540480774714,0.20442708333333334,0.00390625,0.06994004048078226
0.21258974681655501,s9190101_g2_n1_p0.2_l1,0.953125,0.0496108126401286,1.0,0,0.3184184572499691,2.0,0.4037534933968785,candidate_legacy_spatial,2,768,exposed,0.038076803256480635,0.2,points,0.4037534933968785,9190101,1.0,,0.012833673127076839,OK,0.20371830646082997,0.24088541666666666,0.040364583333333315,0.2249196169086763
0.11739703071421091,s9190101_g2_n1_p0.2_l1,0.9921875,0.013811920978044756,1.0,0,0.017800300518617806,2.0,0.22293996641126546,candidate_retained,2,768,exposed,0.009877993832647475,0.2,points,0.22293996641126546,9190101,1.0,,0.054498536654676855,OK,0.06511817229192327,0.203125,0.0026041666666666574,0.07032650562526406
0.8032281650158677,s9190101_g2_n1_p0.2_l1,0.7213541666666666,0.13744236219806252,1.0,,,2.0,1.0189726073613115,identity,0,768,exposed,,0.2,points,1.0189726073613115,9190101,1.0,,0.07590681488614992,OK,0.6481852517171575,0.3098958333333333,0.10937499999999997,0.7069168753498709
0.3772108698023108,s9190101_g2_n1_p0.5_l0,0.8606770833333334,0.15625,0.0,0,0.021765470194970327,2.0,0.7945922680630755,v18_map,2,768,exposed,0.11153587435612267,0.5,points,0.7945922680630755,9190101,1.0,,0.6090243278382461,OK,0.07652588512623132,0.5416666666666666,0.04166666666666663,0.14581895464639574
