phase,case,seed,gap,sigma,supplied_sigma,ratio,dependence,sigma_factor,kind,method,status,seconds,surface_mae_mm,balanced_source_mae_mm,vertical_w1_mm,representation,model_k,n,risk_rms_mm,matched_rms_mm,coverage_1mm,single_false_split,posterior_brier,upper_mass,upper_mass_error,source_gap_error_mm,cross_midplane_mass,fitted_gap_error_mm,dual_missed,bias,retain
confirmation,s9191121_g2_n2_p0.2_l0,9191121,2.0,2.0,2.0,0.2,0.0,1.0,statistical,a_crossfit_gate_map,OK,0.008616067003458738,0.30230760609263424,0.9931296967923566,0.5150010311947117,points,1,768,0.8097338271616719,0.8097338271616719,0.7994791666666666,,0.20052083333333334,0.0,0.20052083333333334,1.9862593935847133,0.5,2.0,1,,
confirmation,s9191121_g2_n2_p0.2_l0,9191121,2.0,2.0,2.0,0.2,0.0,1.0,statistical,a_insample_gate_map,OK,0.008621692002634518,0.30230760609263424,0.9931296967923566,0.5150010311947117,points,1,768,0.8097338271616719,0.8097338271616719,0.7994791666666666,,0.20052083333333334,0.0,0.20052083333333334,1.9862593935847133,0.5,2.0,1,,
confirmation,s9191121_g2_n2_p0.2_l0_sf0.8,9191121,2.0,2.0,1.6,0.2,0.0,0.8,sigma_stress,a_crossfit_gate_map,OK,2.8180465979967266,0.6006145728134334,1.1242335878447256,0.9529440250979159,points,2,768,1.4022513419333378,1.4022513419333378,0.4908854166666667,,0.24052864976428046,0.4322916666666667,0.23177083333333334,1.0440922530642052,0.33176107280341804,0.7930050993028335,0,,
confirmation,s9191121_g2_n2_p0.2_l0_sf0.8,9191121,2.0,2.0,1.6,0.2,0.0,0.8,sigma_stress,a_insample_gate_map,OK,2.8180509849917144,0.609427127145581,1.1168908765021015,0.9680563716354239,points,2,768,1.4040106856934575,1.4040106856934575,0.4700520833333333,,0.24376419780079628,0.4375,0.23697916666666666,1.0119974051730831,0.3268962308050256,0.8071870348761014,0,,
confirmation,s9191121_g2_n2_p0.2_l0_sf1.2,9191121,2.0,2.0,2.4,0.2,0.0,1.2,sigma_stress,a_crossfit_gate_map,OK,0.008149351007887162,0.30230760609263424,0.9931296967923566,0.5150010311947117,points,1,768,0.8097338271616719,0.8097338271616719,0.7994791666666666,,0.20052083333333334,0.0,0.20052083333333334,1.9862593935847133,0.5,2.0,1,,
confirmation,s9191121_g2_n2_p0.2_l0_sf1.2,9191121,2.0,2.0,2.4,0.2,0.0,1.2,sigma_stress,a_insample_gate_map,OK,0.008153194008627906,0.30230760609263424,0.9931296967923566,0.5150010311947117,points,1,768,0.8097338271616719,0.8097338271616719,0.7994791666666666,,0.20052083333333334,0.0,0.20052083333333334,1.9862593935847133,0.5,2.0,1,,
confirmation,s9191121_g2_n2_p0.2_l1,9191121,2.0,2.0,2.0,0.2,1.0,1.0,statistical,a_crossfit_gate_map,OK,3.2190148969966685,0.4061447846118007,0.5525738014670781,0.43172596639245686,points,2,768,0.537438212117109,0.537438212117109,0.921875,,0.18756070804655803,0.11979166666666667,0.08072916666666667,0.8130622324913703,0.2012987012987013,1.4556348217408768,0,,
confirmation,s9191121_g2_n2_p0.2_l1,9191121,2.0,2.0,2.0,0.2,1.0,1.0,statistical,a_insample_gate_map,OK,3.219019569994998,0.12494478920396833,0.34870328936928036,0.19799292408297725,points,2,768,0.420370361148417,0.420370361148417,0.96484375,,0.026667186972912493,0.16276041666666666,0.037760416666666685,0.06560280914708505,0.09415584415584416,0.23658824906609244,0,,
confirmation,s9191121_g2_n2_p0.2_l1_sf0.8,9191121,2.0,2.0,1.6,0.2,1.0,0.8,sigma_stress,a_crossfit_gate_map,OK,2.9874181449995376,0.6888248396402844,1.0572379544647166,0.706170559146196,points,2,768,1.1964942030437633,1.1964942030437633,0.5794270833333334,,0.491219435087854,0.2708333333333333,0.07031249999999997,0.801058126504969,0.3566775244299674,0.9600891265554354,0,,
confirmation,s9191121_g2_n2_p0.2_l1_sf0.8,9191121,2.0,2.0,1.6,0.2,1.0,0.8,sigma_stress,a_insample_gate_map,OK,2.9874233529990306,0.7090704113530849,1.0559186976763346,0.7386649298450865,points,2,768,1.228280364626331,1.228280364626331,0.5598958333333334,,0.5041853354031195,0.28515625,0.08463541666666666,0.7149054785269802,0.33720758069292267,1.129488182399104,0,,
confirmation,s9191121_g2_n2_p0.2_l1_sf1.2,9191121,2.0,2.0,2.4,0.2,1.0,1.2,sigma_stress,a_crossfit_gate_map,OK,0.008121683989884332,0.4908921025429797,0.6431947784673132,0.49835395515913145,points,1,768,0.585079288827401,0.585079288827401,0.9479166666666666,,0.20052083333333334,0.1484375,0.05208333333333334,0.9761081424278024,0.12987012987012986,2.0,1,,
confirmation,s9191121_g2_n2_p0.2_l1_sf1.2,9191121,2.0,2.0,2.4,0.2,1.0,1.2,sigma_stress,a_insample_gate_map,OK,0.008125754000502639,0.4908921025429797,0.6431947784673132,0.49835395515913145,points,1,768,0.585079288827401,0.585079288827401,0.9479166666666666,,0.20052083333333334,0.1484375,0.05208333333333334,0.9761081424278024,0.12987012987012986,2.0,1,,
confirmation,s9191121_g2_n2_p0.5_l0,9191121,2.0,2.0,2.0,0.5,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.9324641300045187,0.21474297429222278,0.7463606372587843,0.3176323537847271,points,2,768,1.0933142765867676,1.0933142765867676,0.7083333333333334,,0.20633483938757122,0.5911458333333334,0.09114583333333337,1.2949924053791086,0.3203125,0.08109177091326591,0,,
confirmation,s9191121_g2_n2_p0.5_l0,9191121,2.0,2.0,2.0,0.5,0.0,1.0,statistical,a_insample_gate_map,OK,2.9324687699991046,0.23673908821938763,0.7663349538233637,0.3762280281457388,points,2,768,1.10378905340495,1.10378905340495,0.69921875,,0.20897268398785931,0.6197916666666666,0.11979166666666663,1.2803865157572631,0.32291666666666663,0.011733911395350072,0,,
confirmation,s9191121_g2_n2_p0.5_l0_sf0.8,9191121,2.0,2.0,1.6,0.5,0.0,0.8,sigma_stress,a_crossfit_gate_map,OK,2.8942830480082193,0.4879917743894369,1.1416376077227703,0.5010126077227521,points,2,768,1.4810964078862168,1.4810964078862168,0.6875,,0.2277858703249136,0.4934895833333333,0.006510416666666685,0.9475773517904911,0.32682291666666663,0.9816841110705044,0,,
confirmation,s9191121_g2_n2_p0.5_l0_sf0.8,9191121,2.0,2.0,1.6,0.5,0.0,0.8,sigma_stress,a_insample_gate_map,OK,2.894288971001515,0.49175884585005036,1.142800512516717,0.5021755125166987,points,2,768,1.4820308697369526,1.4820308697369526,0.6901041666666666,,0.22853485879366583,0.4947916666666667,0.005208333333333315,0.9377915644234733,0.32552083333333337,0.9879217647307925,0,,
confirmation,s9191121_g2_n2_p0.5_l0_sf1.2,9191121,2.0,2.0,2.4,0.5,0.0,1.2,sigma_stress,a_crossfit_gate_map,OK,0.008712953989743255,0.8678049950430545,0.992668556474791,0.8968335453868074,points,1,768,1.0055117210411102,1.0055117210411102,0.4856770833333333,,0.5,0.22786458333333334,0.27213541666666663,1.985337112949582,0.5143229166666667,2.0,1,,
confirmation,s9191121_g2_n2_p0.5_l0_sf1.2,9191121,2.0,2.0,2.4,0.5,0.0,1.2,sigma_stress,a_insample_gate_map,OK,0.008716943993931636,0.8678049950430545,0.992668556474791,0.8968335453868074,points,1,768,1.0055117210411102,1.0055117210411102,0.4856770833333333,,0.5,0.22786458333333334,0.27213541666666663,1.985337112949582,0.5143229166666667,2.0,1,,
confirmation,s9191121_g2_n2_p0.5_l1,9191121,2.0,2.0,2.0,0.5,1.0,1.0,statistical,a_crossfit_gate_map,OK,3.299936212002649,0.43729852153992627,0.44556739870454043,0.43750008306302246,points,2,768,0.5360833228065722,0.5360833228065722,0.9596354166666666,,0.2216628261026814,0.4921875,0.0078125,0.4432008414453419,0.041666666666666664,1.4025010135604614,0,,
confirmation,s9191121_g2_n2_p0.5_l1,9191121,2.0,2.0,2.0,0.5,1.0,1.0,statistical,a_insample_gate_map,OK,3.299941713004955,0.2454671487842873,0.3453019196500594,0.2869667125770826,points,2,768,0.5454314836619146,0.5454314836619146,0.9453125,,0.04256182194501843,0.5390625,0.0390625,0.0572446177093584,0.05989583333333333,0.3676379998586836,0,,
confirmation,s9191121_g2_n2_p0.5_l1_sf0.8,9191121,2.0,2.0,1.6,0.5,1.0,0.8,sigma_stress,a_crossfit_gate_map,OK,2.9000706740043825,0.7764485542205549,1.1928181984968869,0.7787032888187866,points,2,768,1.2989817213656285,1.2989817213656285,0.4010416666666667,,0.3214195377348545,0.48046875,0.01953125,0.2603851821915175,0.3658854166666667,0.5666547177103851,0,,
confirmation,s9191121_g2_n2_p0.5_l1_sf0.8,9191121,2.0,2.0,1.6,0.5,1.0,0.8,sigma_stress,a_insample_gate_map,OK,2.900076977995923,0.7780503251978023,1.2095068014200807,0.7819753825748157,points,2,768,1.314158240517519,1.314158240517519,0.3932291666666667,,0.3232797881390154,0.4700520833333333,0.029947916666666685,0.2776939392563633,0.36848958333333337,0.5865411595077488,0,,
confirmation,s9191121_g2_n2_p0.5_l1_sf1.2,9191121,2.0,2.0,2.4,0.5,1.0,1.2,sigma_stress,a_crossfit_gate_map,OK,0.00817737600300461,0.44217649005820975,0.4470377242805748,0.4456127476340983,points,1,768,0.5283732277625522,0.5283732277625522,0.9661458333333334,,0.5,0.4661458333333333,0.033854166666666685,0.4884983850705078,0.033854166666666664,2.0,1,,
confirmation,s9191121_g2_n2_p0.5_l1_sf1.2,9191121,2.0,2.0,2.4,0.5,1.0,1.2,sigma_stress,a_insample_gate_map,OK,0.00818146399979014,0.44217649005820975,0.4470377242805748,0.4456127476340983,points,1,768,0.5283732277625522,0.5283732277625522,0.9661458333333334,,0.5,0.4661458333333333,0.033854166666666685,0.4884983850705078,0.033854166666666664,2.0,1,,
confirmation,s9191121_g2_n2_p0.8_l0,9191121,2.0,2.0,2.0,0.8,0.0,1.0,statistical,a_crossfit_gate_map,OK,0.00800405400514137,0.49977572724069846,0.9951248735285221,0.6365887518290826,points,1,768,0.8111348204842918,0.8111348204842918,0.7994791666666666,,0.7994791666666666,1.0,0.20052083333333337,1.9902497470570444,0.5,2.0,1,,
confirmation,s9191121_g2_n2_p0.8_l0,9191121,2.0,2.0,2.0,0.8,0.0,1.0,statistical,a_insample_gate_map,OK,0.008008181001059711,0.49977572724069846,0.9951248735285221,0.6365887518290826,points,1,768,0.8111348204842918,0.8111348204842918,0.7994791666666666,,0.7994791666666666,1.0,0.20052083333333337,1.9902497470570444,0.5,2.0,1,,
confirmation,s9191121_g2_n2_p0.8_l1,9191121,2.0,2.0,2.0,0.8,1.0,1.0,statistical,a_crossfit_gate_map,OK,3.187071707987343,0.3966800319575901,0.4361520000556358,0.40133928008649056,points,2,768,0.5071864989317934,0.5071864989317934,0.95703125,,0.1599811808649801,0.8385416666666666,0.0390625,0.6778049490745199,0.10958585388552815,1.172330138261834,0,,
confirmation,s9191121_g2_n2_p0.8_l1,9191121,2.0,2.0,2.0,0.8,1.0,1.0,statistical,a_insample_gate_map,OK,3.1870770509995054,0.14324354769912703,0.2795628466097248,0.14845188103245543,points,2,768,0.3964661872062831,0.3964661872062831,0.9752604166666666,,0.02242088668356731,0.796875,0.0026041666666666297,0.10651375070619284,0.038178433943906256,0.3958763205977758,0,,
confirmation,s9191121_g8_n1_p0.2_l0,9191121,8.0,1.0,1.0,0.2,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.7417599790060194,0.057426123909563725,0.06984311391588041,0.05742612390958988,points,2,768,0.07019925017764013,0.07019925017764013,1.0,,2.627394972932579e-09,0.20052083333333334,0.0,0.051456475096125054,0.0,0.05317592008521288,0,,
confirmation,s9191121_g8_n1_p0.2_l0,9191121,8.0,1.0,1.0,0.2,0.0,1.0,statistical,a_insample_gate_map,OK,2.741765555998427,0.05742614713779756,0.06984354412017517,0.05742614713782372,points,2,768,0.07019925829869066,0.07019925829869066,1.0,,2.4005279510300028e-09,0.20052083333333334,0.0,0.05145715373195525,0.0,0.053176634808456136,0,,
confirmation,s9191121_g8_n1_p0.2_l1,9191121,8.0,1.0,1.0,0.2,1.0,1.0,statistical,a_crossfit_gate_map,OK,2.9290322629967704,0.05732254854612562,0.0506519325705342,0.05732254854615213,points,2,768,0.0696084868163797,0.0696084868163797,1.0,,1.3111842797990937e-17,0.20052083333333334,0.0,0.05194310034129934,0.0,0.0673925416498502,0,,
confirmation,s9191121_g8_n1_p0.2_l1,9191121,8.0,1.0,1.0,0.2,1.0,1.0,statistical,a_insample_gate_map,OK,2.9290374779957347,0.05732254837355615,0.05065193256003137,0.05732254837358266,points,2,768,0.06960848665057154,0.06960848665057154,1.0,,1.3157090134318144e-17,0.20052083333333334,0.0,0.0519430993165102,0.0,0.06739253989963068,0,,
confirmation,s9191121_g8_n1_p0.5_l0,9191121,8.0,1.0,1.0,0.5,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.865946147008799,0.059188040265224034,0.059188040265224034,0.05918804026528986,points,2,768,0.07146045518553276,0.07146045518553276,1.0,,2.661787003326587e-10,0.5,0.0,0.04954730783431138,0.0,0.05036914168389384,0,,
confirmation,s9191121_g8_n1_p0.5_l0,9191121,8.0,1.0,1.0,0.5,0.0,1.0,statistical,a_insample_gate_map,OK,2.8659516210027505,0.05918782454129421,0.05918782454129421,0.05918782454136004,points,2,768,0.07146015771986483,0.07146015771986483,1.0,,2.4511300923670333e-10,0.5,0.0,0.04954723224676805,0.0,0.05036905034012573,0,,
confirmation,s9191121_g8_n1_p0.5_l1,9191121,8.0,1.0,1.0,0.5,1.0,1.0,statistical,a_crossfit_gate_map,OK,2.8828916610073065,1.051565630356637,1.051741218183567,1.051741218183583,points,2,768,1.2822536929367152,1.2822536929367152,0.55078125,,0.40804834289286634,0.5013020833333334,0.0013020833333333703,0.596909082462501,0.0013020833333333333,4.147221373731767,0,,
confirmation,s9191121_g8_n1_p0.5_l1,9191121,8.0,1.0,1.0,0.5,1.0,1.0,statistical,a_insample_gate_map,OK,2.882896947005065,1.0569575323406364,1.0571214104581084,1.057121410458126,points,2,768,1.2902830022504617,1.2902830022504617,0.5494791666666666,,0.4079323097994914,0.5013020833333334,0.0013020833333333703,0.5907813406479026,0.0013020833333333333,4.145272414568919,0,,
confirmation,s9191121_g8_n1_p0.8_l0,9191121,8.0,1.0,1.0,0.8,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.8048221329954686,0.061743516947562006,0.053787313941905876,0.061743516947576474,points,2,768,0.07459757474722611,0.07459757474722611,1.0,,2.9253689379527874e-11,0.7994791666666666,0.0,0.0793240865348972,0.0,0.08245732457343458,0,,
confirmation,s9191121_g8_n1_p0.8_l0,9191121,8.0,1.0,1.0,0.8,0.0,1.0,statistical,a_insample_gate_map,OK,2.80482678199769,0.06174350674583114,0.053787348590075654,0.06174350674584561,points,2,768,0.0745975818562028,0.0745975818562028,1.0,,3.0385466057553377e-11,0.7994791666666666,0.0,0.0793243272098918,0.0,0.08245756940544346,0,,
confirmation,s9191121_g8_n1_p0.8_l1,9191121,8.0,1.0,1.0,0.8,1.0,1.0,statistical,a_crossfit_gate_map,OK,2.988419116998557,0.060124150664810444,0.07857700035838895,0.060124150664824925,points,2,768,0.07387181986043184,0.07387181986043184,1.0,,6.097697282589877e-15,0.7994791666666666,0.0,0.07507166999712034,0.0,0.10833826545668934,0,,
confirmation,s9191121_g8_n1_p0.8_l1,9191121,8.0,1.0,1.0,0.8,1.0,1.0,statistical,a_insample_gate_map,OK,2.9884245520079276,0.06012415393230283,0.07857701328544629,0.06012415393231731,points,2,768,0.07387182542375331,0.07387182542375331,1.0,,2.5988191593912586e-15,0.7994791666666666,0.0,0.07507169465177554,0.0,0.10833829702415976,0,,
confirmation,s9191121_g8_n2_p0.2_l0,9191121,8.0,2.0,2.0,0.2,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.7559965179971186,0.10787863317241113,0.37190475728250394,0.1383368110435817,points,2,768,1.0455977375368992,1.0455977375368992,0.9830729166666666,,0.012774295961267612,0.19661458333333334,0.00390625,0.5790470523974891,0.030045687211810994,0.1123703225259689,0,,
confirmation,s9191121_g8_n2_p0.2_l0,9191121,8.0,2.0,2.0,0.2,0.0,1.0,statistical,a_insample_gate_map,OK,2.756002110996633,0.10802437315414774,0.3722620855026365,0.13849430090625897,points,2,768,1.045647062665989,1.045647062665989,0.9830729166666666,,0.012769722463782551,0.19661458333333334,0.00390625,0.5793770468759245,0.030045687211810994,0.11255603844751061,0,,
confirmation,s9191121_g8_n2_p0.2_l1,9191121,8.0,2.0,2.0,0.2,1.0,1.0,statistical,a_crossfit_gate_map,OK,2.9007631259883055,0.11427608293815021,0.10298386857046524,0.11427608293817579,points,2,768,0.13889453341008046,0.13889453341008046,1.0,,0.00044787118604868435,0.20052083333333334,0.0,0.11291814636237696,0.0,0.12367344905639222,0,,
confirmation,s9191121_g8_n2_p0.2_l1,9191121,8.0,2.0,2.0,0.2,1.0,1.0,statistical,a_insample_gate_map,OK,2.900768141989829,0.11443978078602401,0.10331967462776331,0.11443978078604962,points,2,768,0.1391019852942393,0.1391019852942393,1.0,,0.00047572555893817155,0.20052083333333334,0.0,0.11459549578361816,0.0,0.12613752848397297,0,,
confirmation,s9191121_g8_n2_p0.5_l0,9191121,8.0,2.0,2.0,0.5,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.7264794710063143,0.14225272824328095,0.32466210867095263,0.16125180794337135,points,2,768,1.2258446591002596,1.2258446591002596,0.9791666666666666,,0.019791318535370913,0.5026041666666666,0.0026041666666666297,0.46750570650111456,0.0234375,0.10635728805657241,0,,
confirmation,s9191121_g8_n2_p0.5_l0,9191121,8.0,2.0,2.0,0.5,0.0,1.0,statistical,a_insample_gate_map,OK,2.7264846559992293,0.14103488491804095,0.3339097226253679,0.15052639067608922,points,2,768,1.2603945588785828,1.2603945588785828,0.9778645833333334,,0.019600215008191667,0.5013020833333334,0.0013020833333333703,0.4877242390569432,0.024739583333333336,0.105484000953874,0,,
confirmation,s9191121_g8_n2_p0.5_l1,9191121,8.0,2.0,2.0,0.5,1.0,1.0,statistical,a_crossfit_gate_map,OK,2.9687004610022996,0.983919438076799,1.0514364467195652,0.9872801921726873,points,2,768,1.4675173946188607,1.4675173946188607,0.5651041666666666,,0.04599265721562943,0.48828125,0.01171875,0.7146413687662454,0.04296875,3.167117120243052,0,,
confirmation,s9191121_g8_n2_p0.5_l1,9191121,8.0,2.0,2.0,0.5,1.0,1.0,statistical,a_insample_gate_map,OK,2.9687050320062554,0.11946661258323428,0.12919814443292027,0.1291610934583939,points,2,768,0.3146359238054361,0.3146359238054361,0.9986979166666666,,0.0007903202545548618,0.5013020833333334,0.0013020833333333703,0.016132288972720232,0.0013020833333333333,0.011772045181153601,0,,
confirmation,s9191121_g8_n2_p0.8_l0,9191121,8.0,2.0,2.0,0.8,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.660262193006929,0.140686675076636,0.3722431272655859,0.15012959175318302,points,2,768,1.1141772278844646,1.1141772278844646,0.98046875,,0.014899386106249616,0.80078125,0.0013020833333333703,0.6533044538620212,0.031674351706925,0.15986709759531248,0,,
confirmation,s9191121_g8_n2_p0.8_l0,9191121,8.0,2.0,2.0,0.8,0.0,1.0,statistical,a_insample_gate_map,OK,2.660267348997877,0.14130042391589237,0.3664998315503913,0.16019043555482332,points,2,768,1.0767398760153897,1.0767398760153897,0.9817708333333334,,0.01488541442032571,0.8020833333333334,0.0026041666666667407,0.6411629028449592,0.030860019459367994,0.16072458824561942,0,,
confirmation,s9191121_g8_n2_p0.8_l1,9191121,8.0,2.0,2.0,0.8,1.0,1.0,statistical,a_crossfit_gate_map,OK,2.8674968070117757,0.11304928303901973,0.15011898652640338,0.13388020235551845,points,2,768,0.4382844502770714,0.4382844502770714,0.9973958333333334,,0.0014501410740032658,0.796875,0.0026041666666666297,0.09552577982515409,0.0016286644951140066,0.21035143800732925,0,,
confirmation,s9191121_g8_n2_p0.8_l1,9191121,8.0,2.0,2.0,0.8,1.0,1.0,statistical,a_insample_gate_map,OK,2.867501965010888,0.11355425340078044,0.15154957189824725,0.13438758673409718,points,2,768,0.4386565666122386,0.4386565666122386,0.9973958333333334,,0.0012263613358174357,0.796875,0.0026041666666666297,0.09722372916496091,0.0016286644951140066,0.2123553504666411,0,,
confirmation,s9191131_g0_n1_p0.5_l0,9191131,0.0,1.0,1.0,0.5,0.0,1.0,statistical,a_crossfit_gate_map,OK,0.00829119500122033,0.05050262380843634,0.05050262380843634,0.05050262380843616,points,1,768,0.06283075189512789,0.06283075189512789,1.0,0,0.0,,,,,,,,
confirmation,s9191131_g0_n1_p0.5_l0,9191131,0.0,1.0,1.0,0.5,0.0,1.0,statistical,a_insample_gate_map,OK,0.008295036997878924,0.05050262380843634,0.05050262380843634,0.05050262380843616,points,1,768,0.06283075189512789,0.06283075189512789,1.0,0,0.0,,,,,,,,
confirmation,s9191131_g0_n2_p0.5_l0,9191131,0.0,2.0,2.0,0.5,0.0,1.0,statistical,a_crossfit_gate_map,OK,0.00820998300332576,0.10100524761687268,0.10100524761687268,0.10100524761687232,points,1,768,0.12566150379025579,0.12566150379025579,1.0,0,0.0,,,,,,,,
confirmation,s9191131_g0_n2_p0.5_l0,9191131,0.0,2.0,2.0,0.5,0.0,1.0,statistical,a_insample_gate_map,OK,0.008213983004679903,0.10100524761687268,0.10100524761687268,0.10100524761687232,points,1,768,0.12566150379025579,0.12566150379025579,1.0,0,0.0,,,,,,,,
confirmation,s9191131_g2_n1_p0.2_l0,9191131,2.0,1.0,1.0,0.2,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.7771479280054336,0.12201439703543415,0.44144114595366213,0.12727555798647916,points,2,768,0.6450662689726334,0.6450662689726334,0.8997395833333334,,0.07943012684481776,0.20442708333333334,0.00390625,0.6888079807498044,0.16082533102077073,0.07684641520606883,0,,
confirmation,s9191131_g2_n1_p0.2_l0,9191131,2.0,1.0,1.0,0.2,0.0,1.0,statistical,a_insample_gate_map,OK,2.7771526770084165,0.12153046757447412,0.4345030358732288,0.12857813536114082,points,2,768,0.6403043776509516,0.6403043776509516,0.9010416666666666,,0.0794285114026887,0.20572916666666666,0.005208333333333315,0.6754878121163919,0.15757857777401751,0.07553641162147029,0,,
confirmation,s9191131_g2_n1_p0.2_l1,9191131,2.0,1.0,1.0,0.2,1.0,1.0,statistical,a_crossfit_gate_map,OK,2.994817361002788,0.06834102155833685,0.07836488382373397,0.06834102155834343,points,2,768,0.1748332034078311,0.1748332034078311,0.9947916666666666,,0.00684043237362173,0.20052083333333334,0.0,0.039630111075645846,0.008122170988620501,0.2369153780119655,0,,
confirmation,s9191131_g2_n1_p0.2_l1,9191131,2.0,1.0,1.0,0.2,1.0,1.0,statistical,a_insample_gate_map,OK,2.9948222749953857,0.06906245184522662,0.07686323597575329,0.0690624518452331,points,2,768,0.17552265404578993,0.17552265404578993,0.9947916666666666,,0.005541911635662061,0.20052083333333334,0.0,0.02944332408411121,0.008122170988620501,0.23156704788902704,0,,
confirmation,s9191131_g2_n1_p0.5_l0,9191131,2.0,1.0,1.0,0.5,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.751707092989818,0.12364461541770871,0.40180343288420706,0.2287278979808683,points,2,768,0.7734392459989416,0.7734392459989416,0.8580729166666666,,0.11155929501095778,0.56640625,0.06640625,0.5766367086854278,0.15234375,0.037542249995369925,0,,
confirmation,s9191131_g2_n1_p0.5_l0,9191131,2.0,1.0,1.0,0.5,0.0,1.0,statistical,a_insample_gate_map,OK,2.7517127679893747,0.12967624921361243,0.3996665468750863,0.23182967047141806,points,2,768,0.7640931110711912,0.7640931110711912,0.8619791666666666,,0.11138013332695922,0.5651041666666666,0.06510416666666663,0.5573910108490068,0.1484375,0.04214052697387949,0,,
confirmation,s9191131_g2_n1_p0.5_l1,9191131,2.0,1.0,1.0,0.5,1.0,1.0,statistical,a_crossfit_gate_map,OK,3.155261394000263,0.38880023591340135,0.39278771928636125,0.3918649996298085,points,2,768,0.4842460353346234,0.4842460353346234,0.9700520833333334,,0.2929311065870536,0.4700520833333333,0.029947916666666685,0.5329631856053374,0.029947916666666668,1.710013948293572,0,,
confirmation,s9191131_g2_n1_p0.5_l1,9191131,2.0,1.0,1.0,0.5,1.0,1.0,statistical,a_insample_gate_map,OK,3.155266039990238,0.07171935680227925,0.08274008764372806,0.07781025137948328,points,2,768,0.17222346851156617,0.17222346851156617,0.9947916666666666,,0.007641584272736979,0.50390625,0.00390625,0.1460668414212074,0.006510416666666666,0.25643365629048565,0,,
confirmation,s9191131_g2_n1_p0.8_l0,9191131,2.0,1.0,1.0,0.8,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.750307566995616,0.03726249121787018,0.42150558712710945,0.12404530712580633,points,2,768,0.6245681528640362,0.6245681528640362,0.9036458333333334,,0.07761269587073504,0.8463541666666666,0.046875,0.7796426152995486,0.1981048267693219,0.0156748336752357,0,,
confirmation,s9191131_g2_n1_p0.8_l0,9191131,2.0,1.0,1.0,0.8,0.0,1.0,statistical,a_insample_gate_map,OK,2.750312309988658,0.045056957485129834,0.44821304677113005,0.1339139555120738,points,2,768,0.6394787027858013,0.6394787027858013,0.9010416666666666,,0.07711736499365031,0.84765625,0.04817708333333337,0.7884285118468446,0.2054126655103854,0.05051074593743943,0,,
confirmation,s9191131_g2_n1_p0.8_l1,9191131,2.0,1.0,1.0,0.8,1.0,1.0,statistical,a_crossfit_gate_map,OK,2.93305079700076,0.06272575640887833,0.09077239462034259,0.06514358371405524,points,2,768,0.2397248062403184,0.2397248062403184,0.98828125,,0.011751070462504584,0.7981770833333334,0.0013020833333332593,0.05765529309706707,0.017058674224798002,0.16259895009926106,0,,
confirmation,s9191131_g2_n1_p0.8_l1,9191131,2.0,1.0,1.0,0.8,1.0,1.0,statistical,a_insample_gate_map,OK,2.933055739995325,0.0622411288993611,0.09122542004435477,0.0671123572529132,points,2,768,0.25108536875577475,0.25108536875577475,0.9869791666666666,,0.010684063726286155,0.796875,0.0026041666666666297,0.06223908577011983,0.017873006472355006,0.16486714671661362,0,,
confirmation,s9191131_g2_n2_p0.2_l0,9191131,2.0,2.0,2.0,0.2,0.0,1.0,statistical,a_crossfit_gate_map,OK,0.008116144002997316,0.36420082081932764,0.9961175944664303,0.5442495564295604,points,1,768,0.8096169051017997,0.8096169051017997,0.7994791666666666,,0.20052083333333334,0.0,0.20052083333333334,1.992235188932861,0.5,2.0,1,,
confirmation,s9191131_g2_n2_p0.2_l0,9191131,2.0,2.0,2.0,0.2,0.0,1.0,statistical,a_insample_gate_map,OK,0.008119520003674552,0.36420082081932764,0.9961175944664303,0.5442495564295604,points,1,768,0.8096169051017997,0.8096169051017997,0.7994791666666666,,0.20052083333333334,0.0,0.20052083333333334,1.992235188932861,0.5,2.0,1,,
confirmation,s9191131_g2_n2_p0.2_l0_sf0.8,9191131,2.0,2.0,1.6,0.2,0.0,0.8,sigma_stress,a_crossfit_gate_map,OK,2.8058903370110784,0.5561499409805212,0.9733161035907648,0.9475962690284025,points,2,768,1.3441339621728072,1.3441339621728072,0.5520833333333334,,0.22508618264406574,0.4375,0.23697916666666666,0.7420783604863028,0.2781632048733026,0.8166394163326496,0,,
confirmation,s9191131_g2_n2_p0.2_l0_sf0.8,9191131,2.0,2.0,1.6,0.2,0.0,0.8,sigma_stress,a_insample_gate_map,OK,2.8058953610016033,0.5550739004969564,0.9724868339859858,0.947031319498191,points,2,768,1.3437259621410351,1.3437259621410351,0.5572916666666666,,0.2247808703031298,0.4375,0.23697916666666666,0.7419261441282761,0.2781632048733026,0.8169954954865744,0,,
