phase,case,seed,gap,sigma,supplied_sigma,ratio,dependence,sigma_factor,kind,method,status,seconds,surface_mae_mm,balanced_source_mae_mm,vertical_w1_mm,representation,model_k,n,risk_rms_mm,matched_rms_mm,coverage_1mm,single_false_split,posterior_brier,upper_mass,upper_mass_error,source_gap_error_mm,cross_midplane_mass,fitted_gap_error_mm,dual_missed,bias,retain
confirmation,s9191101_g2_n2_p0.5_l0,9191101,2.0,2.0,2.0,0.5,0.0,1.0,statistical,a_insample_gate_map,OK,2.751986374001717,0.18996623724911685,0.8398862887271792,0.33664919924517084,points,2,768,1.2498540375935527,1.2498540375935527,0.69921875,,0.21109962836497567,0.41796875,0.08203125,1.1711440949062029,0.3294270833333333,0.36877873113914816,0,,
confirmation,s9191101_g2_n2_p0.5_l0_sf0.8,9191101,2.0,2.0,1.6,0.5,0.0,0.8,sigma_stress,a_crossfit_gate_map,OK,2.7446473379968666,0.5911812337320234,1.2474312337320235,0.710972900398677,points,2,768,1.562334092137948,1.562334092137948,0.6927083333333334,,0.2399566457126008,0.4401041666666667,0.059895833333333315,0.8768448419294972,0.328125,1.2127278766564435,0,,
confirmation,s9191101_g2_n2_p0.5_l0_sf0.8,9191101,2.0,2.0,1.6,0.5,0.0,0.8,sigma_stress,a_insample_gate_map,OK,2.744653493005899,0.5909422144110655,1.2393797144110654,0.7237547144110528,points,2,768,1.554135171508463,1.554135171508463,0.6953125,,0.23878864865891658,0.43359375,0.06640625,0.8504810375948071,0.32421875,1.2178358367215703,0,,
confirmation,s9191101_g2_n2_p0.5_l0_sf1.2,9191101,2.0,2.0,2.4,0.5,0.0,1.2,sigma_stress,a_crossfit_gate_map,OK,0.008054336998611689,0.8990324763073255,0.9892481926945959,0.8991328104339515,points,1,768,0.9967077767502273,0.9967077767502273,0.5364583333333334,,0.5,0.515625,0.015625,1.9784963853891915,0.4635416666666667,2.0,1,,
confirmation,s9191101_g2_n2_p0.5_l0_sf1.2,9191101,2.0,2.0,2.4,0.5,0.0,1.2,sigma_stress,a_insample_gate_map,OK,0.008058987994445488,0.8990324763073255,0.9892481926945959,0.8991328104339515,points,1,768,0.9967077767502273,0.9967077767502273,0.5364583333333334,,0.5,0.515625,0.015625,1.9784963853891915,0.4635416666666667,2.0,1,,
confirmation,s9191101_g2_n2_p0.5_l1,9191101,2.0,2.0,2.0,0.5,1.0,1.0,statistical,a_crossfit_gate_map,OK,0.008096875011688098,0.4147430064424909,0.41476357398166996,0.4147635739816694,points,1,768,0.4962142275030243,0.4962142275030243,0.9973958333333334,,0.5,0.5026041666666666,0.0026041666666666297,0.4222456442825764,0.0026041666666666665,2.0,1,,
confirmation,s9191101_g2_n2_p0.5_l1,9191101,2.0,2.0,2.0,0.5,1.0,1.0,statistical,a_insample_gate_map,OK,0.008103631000267342,0.4147430064424909,0.41476357398166996,0.4147635739816694,points,1,768,0.4962142275030243,0.4962142275030243,0.9973958333333334,,0.5,0.5026041666666666,0.0026041666666666297,0.4222456442825764,0.0026041666666666665,2.0,1,,
confirmation,s9191101_g2_n2_p0.5_l1_sf0.8,9191101,2.0,2.0,1.6,0.5,1.0,0.8,sigma_stress,a_crossfit_gate_map,OK,2.701069071001257,0.8201865331862406,1.3094036803409532,0.8201935940539167,points,2,768,1.3992040391977556,1.3992040391977556,0.2981770833333333,,0.33161319464184474,0.5013020833333334,0.0013020833333333703,0.2863628461328749,0.42057291666666663,0.7330715008350785,0,,
confirmation,s9191101_g2_n2_p0.5_l1_sf0.8,9191101,2.0,2.0,1.6,0.5,1.0,0.8,sigma_stress,a_insample_gate_map,OK,2.701074937998783,0.8216243236084604,1.3247674656489603,0.8218519354978397,points,2,768,1.4134665718701105,1.4134665718701105,0.30078125,,0.3305095200704869,0.5130208333333334,0.01302083333333337,0.30369975197326426,0.41927083333333337,0.7481994387653499,0,,
confirmation,s9191101_g2_n2_p0.5_l1_sf1.2,9191101,2.0,2.0,2.4,0.5,1.0,1.2,sigma_stress,a_crossfit_gate_map,OK,0.00809914201090578,0.4147430064424909,0.41476357398166996,0.4147635739816694,points,1,768,0.4962142275030243,0.4962142275030243,0.9973958333333334,,0.5,0.5026041666666666,0.0026041666666666297,0.4222456442825764,0.0026041666666666665,2.0,1,,
confirmation,s9191101_g2_n2_p0.5_l1_sf1.2,9191101,2.0,2.0,2.4,0.5,1.0,1.2,sigma_stress,a_insample_gate_map,OK,0.008102555002551526,0.4147430064424909,0.41476357398166996,0.4147635739816694,points,1,768,0.4962142275030243,0.4962142275030243,0.9973958333333334,,0.5,0.5026041666666666,0.0026041666666666297,0.4222456442825764,0.0026041666666666665,2.0,1,,
confirmation,s9191101_g2_n2_p0.8_l0,9191101,2.0,2.0,2.0,0.8,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.9251052680046996,0.3673313501942835,0.9279539277177905,0.47156239310528814,points,2,768,1.0262438671146195,1.0262438671146195,0.7630208333333334,,0.17662134653473746,0.7044270833333334,0.09505208333333326,1.2854437336089346,0.32341681120182747,0.0055407875811028795,0,,
confirmation,s9191101_g2_n2_p0.8_l0,9191101,2.0,2.0,2.0,0.8,0.0,1.0,statistical,a_insample_gate_map,OK,2.9251108369935537,0.37240596656962716,0.9450869678502355,0.4959195715351804,points,2,768,1.0928187642133993,1.0928187642133993,0.7630208333333334,,0.17175387067085993,0.7109375,0.08854166666666663,1.204766407403894,0.32340623545835273,0.2224362428506379,0,,
confirmation,s9191101_g2_n2_p0.8_l1,9191101,2.0,2.0,2.0,0.8,1.0,1.0,statistical,a_crossfit_gate_map,OK,3.2939671089989133,0.1860354280836062,0.4911112083902227,0.26722061734011365,points,2,768,0.5092307967568827,0.5092307967568827,0.9309895833333334,,0.05059861674373215,0.8619791666666666,0.0625,0.3389911014072622,0.17208849782139685,0.06097053391647922,0,,
confirmation,s9191101_g2_n2_p0.8_l1,9191101,2.0,2.0,2.0,0.8,1.0,1.0,statistical,a_insample_gate_map,OK,3.293971731996862,0.1736256082837616,0.5089163101305587,0.2652422268747422,points,2,768,0.5191170718197152,0.5191170718197152,0.9309895833333334,,0.04664680944687044,0.8658854166666666,0.06640625,0.34579910972447614,0.17776767206734634,0.1579240144562477,0,,
confirmation,s9191101_g8_n1_p0.2_l0,9191101,8.0,1.0,1.0,0.2,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.8073644529940793,0.02267524997970004,0.03208683125652758,0.022675249979727682,points,2,768,0.028430208860067318,0.028430208860067318,1.0,,2.96569101746899e-10,0.20052083333333334,0.0,0.05467523672836094,0.0,0.05129561372337399,0,,
confirmation,s9191101_g8_n1_p0.2_l0,9191101,8.0,1.0,1.0,0.2,0.0,1.0,statistical,a_insample_gate_map,OK,2.8073695180064533,0.022675872390688013,0.032087846925628154,0.022675872390715647,points,2,768,0.028431031720279137,0.028431031720279137,1.0,,2.379884206456721e-10,0.20052083333333334,0.0,0.0546766275088757,0.0,0.05129694805536822,0,,
confirmation,s9191101_g8_n1_p0.2_l1,9191101,8.0,1.0,1.0,0.2,1.0,1.0,statistical,a_crossfit_gate_map,OK,2.8956858410092536,0.08353353413740588,0.11777579992302194,0.08353353413743361,points,2,768,0.10287133472250799,0.10287133472250799,1.0,,2.456818637021959e-14,0.20052083333333334,0.0,0.21370374434056494,0.0,0.3533795210646069,0,,
confirmation,s9191101_g8_n1_p0.2_l1,9191101,8.0,1.0,1.0,0.2,1.0,1.0,statistical,a_insample_gate_map,OK,2.8956913069996517,0.08353353456942014,0.11777579712783881,0.08353353456944787,points,2,768,0.10287133387391491,0.10287133387391491,1.0,,2.1506643912182202e-14,0.20052083333333334,0.0,0.21370373852350433,0.0,0.35337952068852907,0,,
confirmation,s9191101_g8_n1_p0.5_l0,9191101,8.0,1.0,1.0,0.5,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.8450433319958393,0.01775618745422931,0.017756187454229307,0.01775618745429699,points,2,768,0.021282408831933046,0.021282408831933046,1.0,,5.856010171716973e-09,0.5,0.0,0.013402659889127477,0.0,0.016147914680383124,0,,
confirmation,s9191101_g8_n1_p0.5_l0,9191101,8.0,1.0,1.0,0.5,0.0,1.0,statistical,a_insample_gate_map,OK,2.845047759998124,0.01775740494218531,0.01775740494218531,0.01775740494225299,points,2,768,0.021283878641191006,0.021283878641191006,1.0,,5.168575006390263e-09,0.5,0.0,0.013402069866281785,0.0,0.01614774758467874,0,,
confirmation,s9191101_g8_n1_p0.5_l1,9191101,8.0,1.0,1.0,0.5,1.0,1.0,statistical,a_crossfit_gate_map,OK,2.869819022991578,1.0786306208438854,1.0786306208438852,1.0786306208438858,points,2,768,1.3020295937467727,1.3020295937467727,0.5104166666666666,,0.45848284490534824,0.5,0.0,0.7151999956016954,0.0,4.245003953353887,0,,
confirmation,s9191101_g8_n1_p0.5_l1,9191101,8.0,1.0,1.0,0.5,1.0,1.0,statistical,a_insample_gate_map,OK,2.8698235569900135,1.080378756453528,1.080378756453528,1.0803787564535283,points,2,768,1.3045185457106092,1.3045185457106092,0.5091145833333334,,0.4591646913502611,0.5,0.0,0.681148858521186,0.0,4.242190214767437,0,,
confirmation,s9191101_g8_n1_p0.8_l0,9191101,8.0,1.0,1.0,0.8,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.8118689179973444,0.030557508581733995,0.042786648265895524,0.030557508581749607,points,2,768,0.03810923818537775,0.03810923818537775,1.0,,1.1907839126036952e-07,0.7994791666666666,0.0,0.084042107739279,0.0,0.08172762094789476,0,,
confirmation,s9191101_g8_n1_p0.8_l0,9191101,8.0,1.0,1.0,0.8,0.0,1.0,statistical,a_insample_gate_map,OK,2.8118741030048113,0.030559398451654594,0.04278425009765118,0.030559398451670206,points,2,768,0.038109716563990155,0.038109716563990155,1.0,,1.0883885775727466e-07,0.7994791666666666,0.0,0.08403608478073643,0.0,0.08172107213456847,0,,
confirmation,s9191101_g8_n1_p0.8_l1,9191101,8.0,1.0,1.0,0.8,1.0,1.0,statistical,a_crossfit_gate_map,OK,2.874707415990997,0.04624299061266716,0.04725682036113731,0.04624299061268214,points,2,768,0.05227884713161473,0.05227884713161473,1.0,,4.0475970678438347e-14,0.7994791666666666,0.0,0.05610618650098065,0.0,0.1646667145180798,0,,
confirmation,s9191101_g8_n1_p0.8_l1,9191101,8.0,1.0,1.0,0.8,1.0,1.0,statistical,a_insample_gate_map,OK,2.8747133209981257,0.04624298416341405,0.047256821742349346,0.04624298416342903,points,2,768,0.05227883843121115,0.05227883843121115,1.0,,3.6792167691757784e-14,0.7994791666666666,0.0,0.056106192871907545,0.0,0.1646666933328751,0,,
confirmation,s9191101_g8_n2_p0.2_l0,9191101,8.0,2.0,2.0,0.2,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.8172648689942434,0.050045099410978455,0.28773741276246156,0.08092607747229923,points,2,768,1.044341200442664,1.044341200442664,0.9830729166666666,,0.012059730972859374,0.19661458333333334,0.00390625,0.4708986781861624,0.030045687211810994,0.0009919122575539063,0,,
confirmation,s9191101_g8_n2_p0.2_l0,9191101,8.0,2.0,2.0,0.2,0.0,1.0,statistical,a_insample_gate_map,OK,2.817270876999828,0.04860706969424241,0.2924868747884927,0.06919513915913506,points,2,768,1.0839503347208796,1.0839503347208796,0.9817708333333334,,0.01207239969616046,0.19791666666666666,0.002604166666666685,0.48118892869355623,0.030860019459367994,0.0042709272126142395,0,,
confirmation,s9191101_g8_n2_p0.2_l1,9191101,8.0,2.0,2.0,0.2,1.0,1.0,statistical,a_crossfit_gate_map,OK,3.0185912220040336,0.16550626706343044,0.28308379724209737,0.1655062670634586,points,2,768,0.47650242836541495,0.47650242836541495,0.9973958333333334,,0.0019705601408615543,0.20052083333333334,0.0,0.39248735428854076,0.004061085494310251,0.71075277106066,0,,
confirmation,s9191101_g8_n2_p0.2_l1,9191101,8.0,2.0,2.0,0.2,1.0,1.0,statistical,a_insample_gate_map,OK,3.018597451999085,0.16625955201851575,0.2832718242339043,0.16625955201854392,points,2,768,0.4767237842758402,0.4767237842758402,0.9973958333333334,,0.00204441767110237,0.20052083333333334,0.0,0.39210688148939177,0.004061085494310251,0.713738737740421,0,,
confirmation,s9191101_g8_n2_p0.5_l0,9191101,8.0,2.0,2.0,0.5,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.8789403150003636,0.08721037340973452,0.2714076545568431,0.12645466456293541,points,2,768,1.221322386647943,1.221322386647943,0.9765625,,0.018764836513385657,0.5052083333333334,0.00520833333333337,0.4200621926203896,0.0234375,0.05976655965958244,0,,
confirmation,s9191101_g8_n2_p0.5_l0,9191101,8.0,2.0,2.0,0.5,0.0,1.0,statistical,a_insample_gate_map,OK,2.878945254997234,0.08484109491650227,0.2896985930559036,0.14379452403004497,points,2,768,1.2871036991324616,1.2871036991324616,0.9739583333333334,,0.018531763266337473,0.5078125,0.0078125,0.4598191803626177,0.026041666666666664,0.05747245850105376,0,,
confirmation,s9191101_g8_n2_p0.5_l1,9191101,8.0,2.0,2.0,0.5,1.0,1.0,statistical,a_crossfit_gate_map,OK,5.606119204006973,0.11768848294274233,0.11768848294274234,0.11768848294280601,points,2,768,0.13805030599566673,0.13805030599566673,1.0,,0.0007546179757016848,0.5,0.0,0.05547512004063915,0.0,0.5302408419782916,0,,
confirmation,s9191101_g8_n2_p0.5_l1,9191101,8.0,2.0,2.0,0.5,1.0,1.0,statistical,a_insample_gate_map,OK,5.606125023012282,0.1151967163327849,0.1151967163327849,0.11519671633284875,points,2,768,0.13502131966297254,0.13502131966297254,1.0,,0.00047131786056709904,0.5,0.0,0.05484210772181797,0.0,0.5192492959066524,0,,
confirmation,s9191101_g8_n2_p0.8_l0,9191101,8.0,2.0,2.0,0.8,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.8287729529984063,0.09896150351758033,0.45742285433833696,0.14897131528299407,points,2,768,1.206252574679315,1.206252574679315,0.9817708333333334,,0.014540015866122904,0.8059895833333334,0.006510416666666741,0.4379995754600774,0.040600279199627734,0.2238333441333964,0,,
confirmation,s9191101_g8_n2_p0.8_l0,9191101,8.0,2.0,2.0,0.8,0.0,1.0,statistical,a_insample_gate_map,OK,2.8287782590050483,0.09985808302182812,0.4574422911386804,0.14982140294433371,points,2,768,1.206233599932167,1.206233599932167,0.9817708333333334,,0.014347209342436306,0.8059895833333334,0.006510416666666741,0.43897482077703565,0.040600279199627734,0.22259863430346805,0,,
confirmation,s9191101_g8_n2_p0.8_l1,9191101,8.0,2.0,2.0,0.8,1.0,1.0,statistical,a_crossfit_gate_map,OK,3.027991192007903,0.0968642567384535,0.16303206568217066,0.11639229255180525,points,2,768,0.5735697756529573,0.5735697756529573,0.9973958333333334,,0.0020657054412757127,0.8020833333333334,0.0026041666666667407,0.24197037678845845,0.010554591987816744,0.33176803781461217,0,,
confirmation,s9191101_g8_n2_p0.8_l1,9191101,8.0,2.0,2.0,0.8,1.0,1.0,statistical,a_insample_gate_map,OK,3.0279972290009027,0.09482884506916726,0.13847005128132292,0.10459953852005288,points,2,768,0.5001588116868819,0.5001588116868819,0.9973958333333334,,0.0018936510218559926,0.80078125,0.0013020833333333703,0.1943780252046574,0.0073078387410634976,0.3261964190985127,0,,
confirmation,s9191111_g0_n1_p0.5_l0,9191111,0.0,1.0,1.0,0.5,0.0,1.0,statistical,a_crossfit_gate_map,OK,0.008448920998489484,0.04950242687159256,0.04950242687159256,0.049502426871592675,points,1,768,0.057895755892033295,0.057895755892033295,1.0,0,0.0,,,,,,,,
confirmation,s9191111_g0_n1_p0.5_l0,9191111,0.0,1.0,1.0,0.5,0.0,1.0,statistical,a_insample_gate_map,OK,0.00845348100119736,0.04950242687159256,0.04950242687159256,0.049502426871592675,points,1,768,0.057895755892033295,0.057895755892033295,1.0,0,0.0,,,,,,,,
confirmation,s9191111_g0_n2_p0.5_l0,9191111,0.0,2.0,2.0,0.5,0.0,1.0,statistical,a_crossfit_gate_map,OK,0.008458415002678521,0.09900485374318511,0.09900485374318511,0.09900485374318535,points,1,768,0.11579151178406659,0.11579151178406659,1.0,0,0.0,,,,,,,,
confirmation,s9191111_g0_n2_p0.5_l0,9191111,0.0,2.0,2.0,0.5,0.0,1.0,statistical,a_insample_gate_map,OK,0.008463393009151332,0.09900485374318511,0.09900485374318511,0.09900485374318535,points,1,768,0.11579151178406659,0.11579151178406659,1.0,0,0.0,,,,,,,,
confirmation,s9191111_g2_n1_p0.2_l0,9191111,2.0,1.0,1.0,0.2,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.8797924959944794,0.11326467593766505,0.637790334606655,0.24882776887737676,points,2,768,0.7150795215703913,0.7150795215703913,0.8763020833333334,,0.09280705936959788,0.11067708333333333,0.08984375000000001,1.1110063296373105,0.28900334193493804,0.07364859386258127,0,,
confirmation,s9191111_g2_n1_p0.2_l0,9191111,2.0,1.0,1.0,0.2,0.0,1.0,statistical,a_insample_gate_map,OK,2.879797575995326,0.11606529456786223,0.6264185809498983,0.24761842268808446,points,2,768,0.7029006293060075,0.7029006293060075,0.8802083333333334,,0.09382525413170757,0.11328125,0.08723958333333334,1.0534661332113415,0.27844874994712127,0.10476938519398526,0,,
confirmation,s9191111_g2_n1_p0.2_l1,9191111,2.0,1.0,1.0,0.2,1.0,1.0,statistical,a_crossfit_gate_map,OK,3.0342995600076392,0.07556159177908899,0.17692880810495862,0.08510828737533602,points,2,768,0.2721170917500586,0.2721170917500586,0.9869791666666666,,0.01218671417234723,0.1953125,0.005208333333333343,0.10903370041668436,0.02923135496425399,0.14747822009865352,0,,
confirmation,s9191111_g2_n1_p0.2_l1,9191111,2.0,1.0,1.0,0.2,1.0,1.0,statistical,a_insample_gate_map,OK,3.034305843000766,0.0706900705181026,0.1782641797491636,0.08288598249522458,points,2,768,0.28074725435439885,0.28074725435439885,0.9856770833333334,,0.01020617175688709,0.19401041666666666,0.006510416666666685,0.08932029901568095,0.03247810821100723,0.15334342496242526,0,,
confirmation,s9191111_g2_n1_p0.5_l0,9191111,2.0,1.0,1.0,0.5,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.8081990819919156,0.10412761514273401,0.39735250474565764,0.13823739139117475,points,2,768,0.7894442040362972,0.7894442040362972,0.8658854166666666,,0.11069506288482349,0.4765625,0.0234375,0.6322807238363202,0.15885416666666666,0.01853288121084229,0,,
confirmation,s9191111_g2_n1_p0.5_l0,9191111,2.0,1.0,1.0,0.5,0.0,1.0,statistical,a_insample_gate_map,OK,2.80820341699291,0.10380189838304399,0.3865750003672118,0.13824404093915277,points,2,768,0.7767786865779501,0.7767786865779501,0.8684895833333334,,0.11032800536507564,0.4765625,0.0234375,0.6050689172825914,0.15364583333333334,0.008967940289172693,0,,
confirmation,s9191111_g2_n1_p0.5_l1,9191111,2.0,1.0,1.0,0.5,1.0,1.0,statistical,a_crossfit_gate_map,OK,3.231111998000415,0.05830575447962336,0.08602278582745304,0.06078090051130206,points,2,768,0.24595846781213643,0.24595846781213643,0.9895833333333334,,0.009965613619794264,0.5013020833333334,0.0013020833333333703,0.052442465867958976,0.014322916666666668,0.038683304713914346,0,,
confirmation,s9191111_g2_n1_p0.5_l1,9191111,2.0,1.0,1.0,0.5,1.0,1.0,statistical,a_insample_gate_map,OK,3.2311172840127256,0.05570897783619016,0.07360379090889527,0.05822098657348288,points,2,768,0.20080858626380538,0.20080858626380538,0.9921875,,0.00840864742327392,0.5013020833333334,0.0013020833333333703,0.07167568114090628,0.009114583333333332,0.02151985745139129,0,,
confirmation,s9191111_g2_n1_p0.8_l0,9191111,2.0,1.0,1.0,0.8,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.8072397939977236,0.11706219792614152,0.6027925649751043,0.24039604013932367,points,2,768,0.6720920172991642,0.6720920172991642,0.8919270833333334,,0.08639654052915423,0.87890625,0.07942708333333337,0.8678066028853719,0.24678497398367105,0.22479771022032802,0,,
confirmation,s9191111_g2_n1_p0.8_l0,9191111,2.0,1.0,1.0,0.8,0.0,1.0,statistical,a_insample_gate_map,OK,2.807245301999501,0.11770677441134399,0.6089234091183261,0.2451892081299981,points,2,768,0.671973401248692,0.671973401248692,0.8919270833333334,,0.08652975756586255,0.8815104166666666,0.08203125,0.8740212972080998,0.2492173949828673,0.23400375013678643,0,,
confirmation,s9191111_g2_n1_p0.8_l1,9191111,2.0,1.0,1.0,0.8,1.0,1.0,statistical,a_crossfit_gate_map,OK,3.122952145000454,0.06480760870856274,0.1239405163376501,0.07001594204189221,points,2,768,0.26081559144238,0.26081559144238,0.984375,,0.01201274129932744,0.796875,0.0026041666666666297,0.04836481825413985,0.021934091966665254,0.0049301797669247804,0,,
confirmation,s9191111_g2_n1_p0.8_l1,9191111,2.0,1.0,1.0,0.8,1.0,1.0,statistical,a_insample_gate_map,OK,3.122957284009317,0.06093913991666058,0.11884866485466568,0.06614747324999008,points,2,768,0.2596005799709186,0.2596005799709186,0.984375,,0.010957664151451968,0.796875,0.0026041666666666297,0.04113834615682643,0.021934091966665254,0.006595485021177794,0,,
confirmation,s9191111_g2_n2_p0.2_l0,9191111,2.0,2.0,2.0,0.2,0.0,1.0,statistical,a_crossfit_gate_map,OK,0.00874460200429894,0.4026517984626737,0.9888455233567925,0.5559025713401299,points,1,768,0.8070335823500427,0.8070335823500427,0.7994791666666666,,0.20052083333333334,0.0,0.20052083333333334,1.977691046713585,0.5,2.0,1,,
confirmation,s9191111_g2_n2_p0.2_l0,9191111,2.0,2.0,2.0,0.2,0.0,1.0,statistical,a_insample_gate_map,OK,0.00875058100791648,0.4026517984626737,0.9888455233567925,0.5559025713401299,points,1,768,0.8070335823500427,0.8070335823500427,0.7994791666666666,,0.20052083333333334,0.0,0.20052083333333334,1.977691046713585,0.5,2.0,1,,
confirmation,s9191111_g2_n2_p0.2_l0_sf0.8,9191111,2.0,2.0,1.6,0.2,0.0,0.8,sigma_stress,a_crossfit_gate_map,OK,2.8643120430060662,0.38934878868268563,1.0804086496258214,0.4622654553493589,points,2,768,1.22702512082595,1.22702512082595,0.7734375,,0.17564395550712328,0.23697916666666666,0.036458333333333315,1.1712111463828054,0.35174922797072633,0.7342895941004217,0,,
confirmation,s9191111_g2_n2_p0.2_l0_sf0.8,9191111,2.0,2.0,1.6,0.2,0.0,0.8,sigma_stress,a_insample_gate_map,OK,2.8643169139977545,0.4088305146469629,1.076869623364078,0.5051846813136368,points,2,768,1.2415448870006,1.2415448870006,0.7747395833333334,,0.17454983183247622,0.24869791666666666,0.048177083333333315,1.0836565684334114,0.33877279072718813,0.7879445131788567,0,,
confirmation,s9191111_g2_n2_p0.2_l0_sf1.2,9191111,2.0,2.0,2.4,0.2,0.0,1.2,sigma_stress,a_crossfit_gate_map,OK,0.008094488002825528,0.4026517984626737,0.9888455233567925,0.5559025713401299,points,1,768,0.8070335823500427,0.8070335823500427,0.7994791666666666,,0.20052083333333334,0.0,0.20052083333333334,1.977691046713585,0.5,2.0,1,,
confirmation,s9191111_g2_n2_p0.2_l0_sf1.2,9191111,2.0,2.0,2.4,0.2,0.0,1.2,sigma_stress,a_insample_gate_map,OK,0.00809826199838426,0.4026517984626737,0.9888455233567925,0.5559025713401299,points,1,768,0.8070335823500427,0.8070335823500427,0.7994791666666666,,0.20052083333333334,0.0,0.20052083333333334,1.977691046713585,0.5,2.0,1,,
confirmation,s9191111_g2_n2_p0.2_l1,9191111,2.0,2.0,2.0,0.2,1.0,1.0,statistical,a_crossfit_gate_map,OK,3.2617411079991143,0.17333811345006964,0.45626719921681647,0.22519036197840697,points,2,768,0.4726264755773919,0.4726264755773919,0.9661458333333334,,0.030542117539553864,0.17057291666666666,0.029947916666666685,0.1888095750336305,0.09091966665256568,0.45391978551489576,0,,
confirmation,s9191111_g2_n2_p0.2_l1,9191111,2.0,2.0,2.0,0.2,1.0,1.0,statistical,a_insample_gate_map,OK,3.2617468560056295,0.16804846430166612,0.44648154532450574,0.21550903817889203,points,2,768,0.465150383003336,0.465150383003336,0.9700520833333334,,0.026369483068669815,0.17447916666666666,0.026041666666666685,0.24304587882998785,0.08117940691230593,0.5098556257212303,0,,
confirmation,s9191111_g2_n2_p0.2_l1_sf0.8,9191111,2.0,2.0,1.6,0.2,1.0,0.8,sigma_stress,a_crossfit_gate_map,OK,3.076716698007658,0.323486285930545,0.7458295734912348,0.3573404525972073,points,2,768,0.8067647873256298,0.8067647873256298,0.9283854166666666,,0.06105111709335408,0.18359375,0.016927083333333343,0.13325154138197126,0.1477960150598587,1.0269647186919046,0,,
confirmation,s9191111_g2_n2_p0.2_l1_sf0.8,9191111,2.0,2.0,1.6,0.2,1.0,0.8,sigma_stress,a_insample_gate_map,OK,3.0767222410067916,0.3592621637574065,0.7872580792885637,0.3879079970907351,points,2,768,0.8494477953649158,0.8494477953649158,0.9270833333333334,,0.06375646727331623,0.18619791666666666,0.014322916666666685,0.1667392548996851,0.14536359406066246,1.1939820466596336,0,,
confirmation,s9191111_g2_n2_p0.2_l1_sf1.2,9191111,2.0,2.0,2.4,0.2,1.0,1.2,sigma_stress,a_crossfit_gate_map,OK,0.008301895999466069,0.5305668906262607,0.5984972452026509,0.5324899277070686,points,1,768,0.600268808248845,0.600268808248845,0.9609375,,0.20052083333333334,0.234375,0.03385416666666666,0.8869359664006464,0.029294809425102583,2.0,1,,
confirmation,s9191111_g2_n2_p0.2_l1_sf1.2,9191111,2.0,2.0,2.4,0.2,1.0,1.2,sigma_stress,a_insample_gate_map,OK,0.00830610298726242,0.5305668906262607,0.5984972452026509,0.5324899277070686,points,1,768,0.600268808248845,0.600268808248845,0.9609375,,0.20052083333333334,0.234375,0.03385416666666666,0.8869359664006464,0.029294809425102583,2.0,1,,
confirmation,s9191111_g2_n2_p0.5_l0,9191111,2.0,2.0,2.0,0.5,0.0,1.0,statistical,a_crossfit_gate_map,OK,2.9185641990043223,0.44818468506435005,0.8310864627454364,0.5456173278742875,points,2,768,1.0039162932820536,1.0039162932820536,0.65234375,,0.22977641761337372,0.3151041666666667,0.18489583333333331,1.6610225305756638,0.3671875,0.8123435779889852,0,,
confirmation,s9191111_g2_n2_p0.5_l0,9191111,2.0,2.0,2.0,0.5,0.0,1.0,statistical,a_insample_gate_map,OK,2.918569182002102,0.2491653333691337,0.768753105624214,0.47439039633727115,points,2,768,1.0850048525393061,1.0850048525393061,0.6901041666666666,,0.2117704060262849,0.2916666666666667,0.20833333333333331,1.330952245126083,0.3333333333333333,0.06088573797209795,0,,
confirmation,s9191111_g2_n2_p0.5_l0_sf0.8,9191111,2.0,2.0,1.6,0.5,0.0,0.8,sigma_stress,a_crossfit_gate_map,OK,2.8077762680040905,0.44325756732893434,1.0472624782899318,0.5831197573059658,points,2,768,1.397030837647888,1.397030837647888,0.7200520833333334,,0.21555556512905372,0.4296875,0.0703125,0.819826885275692,0.3020833333333333,0.926054514876737,0,,
confirmation,s9191111_g2_n2_p0.5_l0_sf0.8,9191111,2.0,2.0,1.6,0.5,0.0,0.8,sigma_stress,a_insample_gate_map,OK,2.8077809499955038,0.452065426233613,1.0535088458661142,0.5842300769153209,points,2,768,1.4017444255810714,1.4017444255810714,0.7213541666666666,,0.21578563020062824,0.43359375,0.06640625,0.8048349771089287,0.30078125,0.9452011671422524,0,,
confirmation,s9191111_g2_n2_p0.5_l0_sf1.2,9191111,2.0,2.0,2.4,0.5,0.0,1.2,sigma_stress,a_crossfit_gate_map,OK,0.008093423006357625,0.8521966194641287,0.9883088904309923,0.852243342522729,points,1,768,1.0039341216167545,1.0039341216167545,0.5286458333333334,,0.5,0.5104166666666666,0.01041666666666663,1.976617780861985,0.47135416666666663,2.0,1,,
