case,seed,gap,sigma,bias,retain,phase,kind,supplied_sigma,sigma_factor,method,status,seconds,surface_mae_mm,balanced_source_mae_mm,vertical_w1_mm,representation,model_k,n,risk_rms_mm,matched_rms_mm,coverage_1mm,single_false_split,posterior_brier,upper_mass,upper_mass_error,source_gap_error_mm,cross_midplane_mass,fitted_gap_error_mm,dual_missed,ratio,dependence
s9182101_g8_n1.0_b4_r0.25,9182101,8,1.0,4,0.25,development,bridge,1.0,1.0,a_crossfit_gate_map,OK,2.2108296590013197,0.44356869864790854,0.41803376905135725,0.4312789701645765,points,2,396,1.0299461602523263,1.0299461602523263,0.952020202020202,,4.2586089410077305e-15,0.3106060606060606,0.012626262626262652,0.09693867363646902,0.008992805755395683,0.38056953496924173,0,,
s9182101_g8_n1.0_b4_r0.25,9182101,8,1.0,4,0.25,development,bridge,1.0,1.0,a_insample_gate_map,OK,2.2108336450037314,0.443568690156792,0.4180337616030164,0.43127896167346413,points,2,396,1.0299461589351964,1.0299461589351964,0.952020202020202,,1.8608162119735324e-15,0.3106060606060606,0.012626262626262652,0.09693867879822271,0.008992805755395683,0.38056958924740236,0,,
s9182101_g8_n1.0_b4_r1.0,9182101,8,1.0,4,1.0,development,bridge,1.0,1.0,a_crossfit_gate_map,OK,2.890331458998844,0.12583459285030044,0.11168050651597718,0.137132365430306,points,2,768,0.6993862139303031,0.6993862139303031,0.9791666666666666,,6.71911404214166e-17,0.6328125,0.00520833333333337,0.12354920088731802,0.004081632653061225,0.0774219589946874,0,,
s9182101_g8_n1.0_b4_r1.0,9182101,8,1.0,4,1.0,development,bridge,1.0,1.0,a_insample_gate_map,OK,2.8903366519953124,0.12583459283808043,0.11168050675974517,0.13713236541808596,points,2,768,0.6993862138963313,0.6993862138963313,0.9791666666666666,,2.796025186584349e-17,0.6328125,0.00520833333333337,0.12354920137485514,0.004081632653061225,0.07742195925613338,0,,
s9182101_g8_n2.0_b0_r0.25,9182101,8,2.0,0,0.25,development,bridge,2.0,1.0,a_crossfit_gate_map,OK,2.316897547003464,0.3996321849276854,0.4320164395332933,0.40321211958184155,points,2,396,0.8145259754058132,0.8145259754058132,0.9116161616161617,,0.001696964589498154,0.29545454545454547,0.002525252525252486,0.030797973844746807,0.00423728813559322,1.0816373406829047,0,,
s9182101_g8_n2.0_b0_r0.25,9182101,8,2.0,0,0.25,development,bridge,2.0,1.0,a_insample_gate_map,OK,2.3169025880051777,0.3996112030866509,0.4319272753249659,0.40319113774080717,points,2,396,0.8145459831284328,0.8145459831284328,0.9116161616161617,,0.0015638358202867712,0.29545454545454547,0.002525252525252486,0.03031271379736289,0.00423728813559322,1.0834433565072707,0,,
s9182101_g8_n2.0_b0_r1.0,9182101,8,2.0,0,1.0,development,bridge,2.0,1.0,a_crossfit_gate_map,OK,2.9481079319957644,0.17502968310755876,0.14997971119603537,0.17502968310756636,points,2,768,0.4418461808122187,0.4418461808122187,0.9596354166666666,,0.00032737646775943507,0.6380208333333334,0.0,0.04937978619718564,0.0,0.1335847279798017,0,,
s9182101_g8_n2.0_b0_r1.0,9182101,8,2.0,0,1.0,development,bridge,2.0,1.0,a_insample_gate_map,OK,2.9481127750041196,0.17505572531268032,0.1504258243955781,0.17505572531268787,points,2,768,0.4416921279823001,0.4416921279823001,0.9596354166666666,,0.0002684139545047889,0.6380208333333334,0.0,0.05027494358587958,0.0,0.13668147367143746,0,,
s9182101_g8_n2.0_b4_r0.25,9182101,8,2.0,4,0.25,development,bridge,2.0,1.0,a_crossfit_gate_map,OK,2.31900615800987,0.6568531452901664,0.6791579617389312,0.6385445931227152,points,2,396,1.6120439819428407,1.6120439819428407,0.9267676767676768,,0.0016010014746675662,0.3282828282828283,0.03030303030303033,0.026643305202822987,0.027618583099621997,1.0787991966760657,0,,
s9182101_g8_n2.0_b4_r0.25,9182101,8,2.0,4,0.25,development,bridge,2.0,1.0,a_insample_gate_map,OK,2.319011182000395,0.6569841053240061,0.6793585947928673,0.6386665470744667,points,2,396,1.6121541936616908,1.6121541936616908,0.9267676767676768,,0.0015673484863931307,0.3282828282828283,0.03030303030303033,0.026342816874916686,0.027618583099621997,1.0823345361181396,0,,
s9182101_g8_n2.0_b4_r1.0,9182101,8,2.0,4,1.0,development,bridge,2.0,1.0,a_crossfit_gate_map,OK,2.96407565199479,0.296782824877452,0.3010459708520879,0.3643891701742436,points,2,768,1.235505892222529,1.235505892222529,0.94140625,,0.0003196091875207803,0.6158854166666666,0.02213541666666674,0.06969099943168544,0.017346938775510204,0.1321144276292756,0,,
s9182101_g8_n2.0_b4_r1.0,9182101,8,2.0,4,1.0,development,bridge,2.0,1.0,a_insample_gate_map,OK,2.9640802339999937,0.2968064318894467,0.30155266252498436,0.3644127771862382,points,2,768,1.2354447740015624,1.2354447740015624,0.94140625,,0.0002630245280679327,0.6158854166666666,0.02213541666666674,0.07072328037632047,0.017346938775510204,0.13520539391659447,0,,
s9190101_g0_n1_p0.5_l0,9190101,0.0,1.0,,,development,statistical,1.0,1.0,a_crossfit_gate_map,OK,0.008565802010707557,0.06883380384859139,0.06883380384859139,0.06883380384859203,points,1,768,0.08427170688651811,0.08427170688651811,1.0,0,0.0,,,,,,,0.5,0.0
s9190101_g0_n1_p0.5_l0,9190101,0.0,1.0,,,development,statistical,1.0,1.0,a_insample_gate_map,OK,0.008569819008698687,0.06883380384859139,0.06883380384859139,0.06883380384859203,points,1,768,0.08427170688651811,0.08427170688651811,1.0,0,0.0,,,,,,,0.5,0.0
s9190101_g0_n2_p0.5_l0,9190101,0.0,2.0,,,development,statistical,2.0,1.0,a_crossfit_gate_map,OK,0.008239595001214184,0.13766760769718278,0.13766760769718278,0.13766760769718406,points,1,768,0.16854341377303622,0.16854341377303622,1.0,0,0.0,,,,,,,0.5,0.0
s9190101_g0_n2_p0.5_l0,9190101,0.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,0.008243674004916102,0.13766760769718278,0.13766760769718278,0.13766760769718406,points,1,768,0.16854341377303622,0.16854341377303622,1.0,0,0.0,,,,,,,0.5,0.0
s9190101_g2_n1_p0.2_l0,9190101,2.0,1.0,,,development,statistical,1.0,1.0,a_crossfit_gate_map,OK,2.85380489200179,0.10004462178707785,0.5167472539573622,0.11688956977319237,points,2,768,0.698418589393866,0.698418589393866,0.8763020833333334,,0.09689962768372624,0.21484375,0.014322916666666657,0.9969990190214342,0.20388975845001903,0.2987214584840756,0,0.2,0.0
s9190101_g2_n1_p0.2_l0,9190101,2.0,1.0,,,development,statistical,1.0,1.0,a_insample_gate_map,OK,2.853809945998364,0.09462579299901741,0.5226710460428745,0.11914735770996748,points,2,768,0.7225086962789086,0.7225086962789086,0.87109375,,0.09601286954105703,0.22005208333333334,0.01953125,0.9938349470339418,0.2112081729345573,0.24970820513400338,0,0.2,0.0
s9190101_g2_n1_p0.2_l1,9190101,2.0,1.0,,,development,statistical,1.0,1.0,a_crossfit_gate_map,OK,3.102208348005661,0.06568301976850628,0.13094173886193783,0.07089135310184709,points,2,768,0.26509454965759965,0.26509454965759965,0.9869791666666666,,0.010975063092826143,0.203125,0.0026041666666666574,0.019523354215124744,0.021934091966665254,0.009901838227366344,0,0.2,1.0
s9190101_g2_n1_p0.2_l1,9190101,2.0,1.0,,,development,statistical,1.0,1.0,a_insample_gate_map,OK,3.102212926998618,0.06511817229192328,0.11739703071421093,0.07032650562526407,points,2,768,0.22293996641126546,0.22293996641126546,0.9921875,,0.009877993832647572,0.203125,0.0026041666666666574,0.054498536654676855,0.013811920978044756,0.017800300518617806,0,0.2,1.0
s9190101_g2_n1_p0.5_l0,9190101,2.0,1.0,,,development,statistical,1.0,1.0,a_crossfit_gate_map,OK,2.7096137250046013,0.07768234223970193,0.36803725460614306,0.15127970322660184,points,2,768,0.7814441524481497,0.7814441524481497,0.8645833333333334,,0.11175941534438112,0.5442708333333334,0.04427083333333337,0.5891911470662834,0.15104166666666666,0.01991700023413312,0,0.5,0.0
s9190101_g2_n1_p0.5_l0,9190101,2.0,1.0,,,development,statistical,1.0,1.0,a_insample_gate_map,OK,2.7096186020062305,0.07652588512623132,0.3772108698023108,0.14581895464639574,points,2,768,0.7945922680630755,0.7945922680630755,0.8606770833333334,,0.11153587432983937,0.5416666666666666,0.04166666666666663,0.6090243278382461,0.15625,0.021765470194970327,0,0.5,0.0
s9190101_g2_n1_p0.5_l1,9190101,2.0,1.0,,,development,statistical,1.0,1.0,a_crossfit_gate_map,OK,3.165475986999809,0.06788831688519652,0.08842873692801423,0.08333881915335534,points,2,768,0.22170418134626946,0.22170418134626946,0.9934895833333334,,0.009085407400314554,0.5078125,0.0078125,0.07549273615972307,0.010416666666666668,0.008722988907355678,0,0.5,1.0
s9190101_g2_n1_p0.5_l1,9190101,2.0,1.0,,,development,statistical,1.0,1.0,a_insample_gate_map,OK,3.1654812319902703,0.06614456186314627,0.08423613282302325,0.0791497365765308,points,2,768,0.21010891339630705,0.21010891339630705,0.9934895833333334,,0.008118025882559282,0.5065104166666666,0.00651041666666663,0.0780230963941162,0.009114583333333334,0.003556122331288769,0,0.5,1.0
s9190101_g2_n1_p0.8_l0,9190101,2.0,1.0,,,development,statistical,1.0,1.0,a_crossfit_gate_map,OK,2.849038233005558,0.05040317214778036,0.5076437055190205,0.14137459891122323,points,2,768,0.6785481874379397,0.6785481874379397,0.89453125,,0.08710961222294261,0.84765625,0.04817708333333337,0.9578545312562654,0.22571809298193665,0.0984006351743536,0,0.8,0.0
s9190101_g2_n1_p0.8_l0,9190101,2.0,1.0,,,development,statistical,1.0,1.0,a_insample_gate_map,OK,2.8490424460032955,0.04371142158806113,0.48775688162893904,0.14031568186540913,points,2,768,0.6691789414658031,0.6691789414658031,0.8971354166666666,,0.08724753824812019,0.8515625,0.05208333333333337,0.9261225470972154,0.22327509623926564,0.05780312530830467,0,0.8,0.0
s9190101_g2_n1_p0.8_l1,9190101,2.0,1.0,,,development,statistical,1.0,1.0,a_crossfit_gate_map,OK,3.2955634190002456,0.10737425608236217,0.16370360963606598,0.11518675608235862,points,2,768,0.29888083949768707,0.29888083949768707,0.9830729166666666,,0.013062530411684724,0.7955729166666666,0.00390625,0.13555234152813522,0.022748424214222258,0.23004019420316224,0,0.8,1.0
s9190101_g2_n1_p0.8_l1,9190101,2.0,1.0,,,development,statistical,1.0,1.0,a_insample_gate_map,OK,3.295570640009828,0.10580235786587928,0.15114302794203927,0.11361485786587573,points,2,768,0.2772594214481508,0.2772594214481508,0.9856770833333334,,0.011912322429638083,0.7955729166666666,0.00390625,0.14414641411979856,0.01868733871991201,0.2293015771616913,0,0.8,1.0
s9190101_g2_n2_p0.2_l0,9190101,2.0,2.0,,,development,statistical,2.0,1.0,a_crossfit_gate_map,OK,0.008437220007181168,0.5062166655251183,1.0043931993265587,0.6477913124941495,points,1,768,0.8170960283899293,0.8170960283899293,0.7994791666666666,,0.20052083333333334,0.0,0.20052083333333334,2.0087863986531174,0.5,2.0,1,0.2,0.0
s9190101_g2_n2_p0.2_l0,9190101,2.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,0.008441095997113734,0.5062166655251183,1.0043931993265587,0.6477913124941495,points,1,768,0.8170960283899293,0.8170960283899293,0.7994791666666666,,0.20052083333333334,0.0,0.20052083333333334,2.0087863986531174,0.5,2.0,1,0.2,0.0
s9190101_g2_n2_p0.2_l1,9190101,2.0,2.0,,,development,statistical,2.0,1.0,a_crossfit_gate_map,OK,3.5355656330066267,0.17449007595023044,0.35170970385638956,0.19104515356691482,points,2,768,0.4201029285821758,0.4201029285821758,0.9674479166666666,,0.0308529908182818,0.18880208333333334,0.01171875,0.06218453296120163,0.06577054866957147,0.07528922172957442,0,0.2,1.0
s9190101_g2_n2_p0.2_l1,9190101,2.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,3.535570470005041,0.151587362334465,0.3200984914679689,0.1556675585036737,points,2,768,0.3936519420372819,0.3936519420372819,0.9791666666666666,,0.02505815164372018,0.19791666666666666,0.002604166666666685,0.19039723261315222,0.043043275942298745,0.20105643338942514,0,0.2,1.0
s9190101_g2_n2_p0.5_l0,9190101,2.0,2.0,,,development,statistical,2.0,1.0,a_crossfit_gate_map,OK,3.1260752829984995,0.39377114138668706,0.900093174502119,0.6487612786428748,points,2,768,1.1426889490438692,1.1426889490438692,0.65625,,0.22502426013637702,0.24609375,0.25390625,1.3864926954986982,0.36067708333333337,0.20214496416454164,0,0.5,0.0
s9190101_g2_n2_p0.5_l0,9190101,2.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,3.1260803440090967,0.39457653440293566,0.9123479337665343,0.6460640204329644,points,2,768,1.1580398796778097,1.1580398796778097,0.65625,,0.2253902567482764,0.24869791666666666,0.25130208333333337,1.4056267708428618,0.3658854166666667,0.21533679738208011,0,0.5,0.0
s9190101_g2_n2_p0.5_l1,9190101,2.0,2.0,,,development,statistical,2.0,1.0,a_crossfit_gate_map,OK,0.008148234992404468,0.4215374433037515,0.4276932059669335,0.42619059172185225,points,1,768,0.5134600877397438,0.5134600877397438,0.9609375,,0.5,0.5390625,0.0390625,0.273351474425624,0.0390625,2.0,1,0.5,1.0
s9190101_g2_n2_p0.5_l1,9190101,2.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,0.008152613998390734,0.4215374433037515,0.4276932059669335,0.42619059172185225,points,1,768,0.5134600877397438,0.5134600877397438,0.9609375,,0.5,0.5390625,0.0390625,0.273351474425624,0.0390625,2.0,1,0.5,1.0
s9190101_g2_n2_p0.8_l0,9190101,2.0,2.0,,,development,statistical,2.0,1.0,a_crossfit_gate_map,OK,0.008143293991452083,0.29586666780821386,1.0029340575283268,0.5152529690173321,points,1,768,0.8177198373121146,0.8177198373121146,0.7994791666666666,,0.7994791666666666,1.0,0.20052083333333337,2.0058681150566535,0.5,2.0,1,0.8,0.0
s9190101_g2_n2_p0.8_l0,9190101,2.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,0.008147239990648814,0.29586666780821386,1.0029340575283268,0.5152529690173321,points,1,768,0.8177198373121146,0.8177198373121146,0.7994791666666666,,0.7994791666666666,1.0,0.20052083333333337,2.0058681150566535,0.5,2.0,1,0.8,0.0
s9190101_g2_n2_p0.8_l1,9190101,2.0,2.0,,,development,statistical,2.0,1.0,a_crossfit_gate_map,OK,3.494634867995046,0.2622034485467069,0.5028705514224764,0.29345344854671135,points,2,768,0.5664754351342292,0.5664754351342292,0.95703125,,0.029683471033660785,0.8151041666666666,0.015625,0.2700202205335662,0.08363297939845171,0.7243648290045019,0,0.8,1.0
s9190101_g2_n2_p0.8_l1,9190101,2.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,3.4946439360064687,0.26432930450867387,0.47438594048834243,0.2877668045086784,points,2,768,0.5405164798340412,0.5405164798340412,0.96484375,,0.027352195308374516,0.8111979166666666,0.01171875,0.3179057068976894,0.06983163416388172,0.7401021218518862,0,0.8,1.0
s9190101_g8_n1_p0.2_l0,9190101,8.0,1.0,,,development,statistical,1.0,1.0,a_crossfit_gate_map,OK,2.974613769998541,0.07946121638350033,0.07347912660827861,0.07946121638352699,points,2,768,0.09522832490369723,0.09522832490369723,1.0,,3.7458685944524554e-08,0.20052083333333334,0.0,0.11845118763990037,0.0,0.11127225255318152,0,0.2,0.0
s9190101_g8_n1_p0.2_l0,9190101,8.0,1.0,,,development,statistical,1.0,1.0,a_insample_gate_map,OK,2.9746198960056063,0.07946207449750103,0.07347930771427644,0.0794620744975277,points,2,768,0.09522955769036048,0.09522955769036048,1.0,,3.6342511836157305e-08,0.20052083333333334,0.0,0.11844738779801567,0.0,0.11126822817112014,0,0.2,0.0
s9190101_g8_n1_p0.2_l1,9190101,8.0,1.0,,,development,statistical,1.0,1.0,a_crossfit_gate_map,OK,3.0667135669937124,0.07040836101817859,0.0864599757378628,0.07040836101820674,points,2,768,0.08476283385773584,0.08476283385773584,1.0,,2.9107341284565087e-10,0.20052083333333334,0.0,0.07589514661699504,0.0,0.030759552575126747,0,0.2,1.0
s9190101_g8_n1_p0.2_l1,9190101,8.0,1.0,,,development,statistical,1.0,1.0,a_insample_gate_map,OK,3.0667182759934803,0.07041017766966078,0.08646313815224681,0.07041017766968892,points,2,768,0.08476514116060799,0.08476514116060799,1.0,,1.1202193136839744e-10,0.20052083333333334,0.0,0.07589958062159496,0.0,0.030755840078870555,0,0.2,1.0
s9190101_g8_n1_p0.5_l0,9190101,8.0,1.0,,,development,statistical,1.0,1.0,a_crossfit_gate_map,OK,2.896538562999922,0.06937200735834535,0.06937200735834535,0.06937200735841216,points,2,768,0.08542929900819692,0.08542929900819692,1.0,,1.4229988623530465e-07,0.5,0.0,0.026142634318706115,0.0,0.026829300573607995,0,0.5,0.0
s9190101_g8_n1_p0.5_l0,9190101,8.0,1.0,,,development,statistical,1.0,1.0,a_insample_gate_map,OK,2.896543095994275,0.0693757804034201,0.0693757804034201,0.06937578040348691,points,2,768,0.08543394891820247,0.08543394891820247,1.0,,1.4974769391841072e-07,0.5,0.0,0.02614161205983656,0.0,0.02682822961375919,0,0.5,0.0
s9190101_g8_n1_p0.5_l1,9190101,8.0,1.0,,,development,statistical,1.0,1.0,a_crossfit_gate_map,OK,2.950428287993418,1.0260766425848946,1.027972581544157,1.0279725815441718,points,2,768,1.2808660624186692,1.2808660624186692,0.5716145833333334,,0.40837797468233844,0.5013020833333334,0.0013020833333333703,0.5285711024093285,0.0013020833333333333,4.3334031118405765,0,0.5,1.0
s9190101_g8_n1_p0.5_l1,9190101,8.0,1.0,,,development,statistical,1.0,1.0,a_insample_gate_map,OK,2.950433129997691,1.0181380276958316,1.0200278618670588,1.020027861867074,points,2,768,1.2685553150708697,1.2685553150708697,0.5755208333333334,,0.4089103548871644,0.5013020833333334,0.0013020833333333703,0.5158103308919104,0.0013020833333333333,4.330817522559981,0,0.5,1.0
s9190101_g8_n1_p0.8_l0,9190101,8.0,1.0,,,development,statistical,1.0,1.0,a_crossfit_gate_map,OK,2.9173564320080914,0.07426946210301914,0.09704092898862815,0.07426946210303441,points,2,768,0.09290965919549021,0.09290965919549021,1.0,,4.928630206362886e-07,0.7994791666666666,0.0,0.10315340513853144,0.0,0.09883890278063845,0,0.8,0.0
s9190101_g8_n1_p0.8_l0,9190101,8.0,1.0,,,development,statistical,1.0,1.0,a_insample_gate_map,OK,2.9173616909974953,0.07428025606549142,0.09705392069210242,0.07428025606550667,points,2,768,0.09292270789029317,0.09292270789029317,1.0,,4.2899448200933333e-07,0.7994791666666666,0.0,0.1031623371041146,0.0,0.09884712469146528,0,0.8,0.0
s9190101_g8_n1_p0.8_l1,9190101,8.0,1.0,,,development,statistical,1.0,1.0,a_crossfit_gate_map,OK,2.9813774389913306,0.08270412847579298,0.07984953024639378,0.08270412847580896,points,2,768,0.09129870921398645,0.09129870921398645,1.0,,3.5635731960645995e-11,0.7994791666666666,0.0,0.15969548659007415,0.0,0.12420646709592376,0,0.8,1.0
s9190101_g8_n1_p0.8_l1,9190101,8.0,1.0,,,development,statistical,1.0,1.0,a_insample_gate_map,OK,2.9813825489982264,0.08270430358084978,0.07985066220178119,0.08270430358086575,points,2,768,0.09129906406201052,0.09129906406201052,1.0,,9.675656434575944e-12,0.7994791666666666,0.0,0.1596977452685664,0.0,0.12420863074905775,0,0.8,1.0
s9190101_g8_n2_p0.2_l0,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_crossfit_gate_map,OK,2.8444194449984934,0.14577842403353614,0.37610367921182464,0.19218053739026145,points,2,768,1.1043789668520518,1.1043789668520518,0.984375,,0.014161227787008351,0.20703125,0.006510416666666657,0.7301568501854057,0.024377088709336265,0.34258004470297543,0,0.2,0.0
s9190101_g8_n2_p0.2_l0,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,2.8444255350041203,0.14464479522063847,0.37020696082166543,0.18175743318581608,points,2,768,1.0693359962710163,1.0693359962710163,0.9856770833333334,,0.01424544533927718,0.20572916666666666,0.005208333333333315,0.7188207736143024,0.02356275646177926,0.3439878601950799,0,0.2,0.0
s9190101_g8_n2_p0.2_l1,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_crossfit_gate_map,OK,3.1438585329888156,0.1321849156646103,0.19899806576066587,0.13218491566463902,points,2,768,0.43776883192794325,0.43776883192794325,0.9986979166666666,,0.0019364700364053339,0.20052083333333334,0.0,0.09601663231924285,0.004061085494310251,0.04288831743405197,0,0.2,1.0
s9190101_g8_n2_p0.2_l1,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,3.143863392993808,0.13278802859676,0.20020597529718898,0.13278802859678873,points,2,768,0.4381413436737529,0.4381413436737529,0.9986979166666666,,0.0018729426293468618,0.20052083333333334,0.0,0.09757293770122111,0.004061085494310251,0.040737664225835246,0,0.2,1.0
s9190101_g8_n2_p0.5_l0,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_crossfit_gate_map,OK,2.8211322349961847,0.13741728818551932,0.34267399563596157,0.15718608297936143,points,2,768,1.309900554198489,1.309900554198489,0.9752604166666666,,0.01638374877838138,0.5026041666666666,0.0026041666666666297,0.3581255571464128,0.026041666666666664,0.06273313212724929,0,0.5,0.0
s9190101_g8_n2_p0.5_l0,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,2.8211377050029114,0.1371017990993093,0.34236666156428547,0.15686932376301166,points,2,768,1.309844868196201,1.309844868196201,0.9752604166666666,,0.016400779041047284,0.5026041666666666,0.0026041666666666297,0.35805072865110965,0.026041666666666664,0.06281532584401361,0,0.5,0.0
s9190101_g8_n2_p0.5_l1,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_crossfit_gate_map,OK,3.1724325389950536,0.12522819333102433,0.14606152666435768,0.14595874986725918,points,2,768,0.43965221995572984,0.43965221995572984,0.9986979166666666,,0.0023454775791073683,0.5026041666666666,0.0026041666666666297,0.15714125488499953,0.0026041666666666665,0.049949531075000664,0,0.5,1.0
s9190101_g8_n2_p0.5_l1,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,3.1724370080046356,0.12524420718829563,0.14607754052162897,0.1459944248315422,points,2,768,0.4399817610594561,0.4399817610594561,0.9986979166666666,,0.002116604863130382,0.5026041666666666,0.0026041666666666297,0.1544178943884127,0.0026041666666666665,0.04619016553158861,0,0.5,1.0
s9190101_g8_n2_p0.8_l0,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_crossfit_gate_map,OK,2.816660187992966,0.13485363272179882,0.4024916178711597,0.1448645738319869,points,2,768,1.045437043839495,1.045437043839495,0.9830729166666666,,0.014132791323803956,0.80078125,0.0013020833333333703,0.6325218264582952,0.027613266212614746,0.1992517699795009,0,0.8,0.0
s9190101_g8_n2_p0.8_l0,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,2.8166646140016383,0.13374039503315102,0.4008487184524227,0.1437527657398987,points,2,768,1.0452935869024993,1.0452935869024993,0.9830729166666666,,0.014193107374392793,0.80078125,0.0013020833333333703,0.6307248926004583,0.027613266212614746,0.1973754629076927,0,0.8,0.0
s9190101_g8_n2_p0.8_l1,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_crossfit_gate_map,OK,3.108975657989504,0.17443995066955398,0.19549280491227827,0.1848412546469122,points,2,768,0.540785161726847,0.540785161726847,0.99609375,,0.0029500924005523513,0.7981770833333334,0.0013020833333332593,0.23346459753019033,0.004875417741867253,0.28203523892443094,0,0.8,1.0
s9190101_g8_n2_p0.8_l1,9190101,8.0,2.0,,,development,statistical,2.0,1.0,a_insample_gate_map,OK,3.1089802919887006,0.17442667519964525,0.16804935201674082,0.19522572258869775,points,2,768,0.4558092077266781,0.4558092077266781,0.9973958333333334,,0.002616877348133871,0.796875,0.0026041666666666297,0.2829290487929814,0.0016286644951140066,0.28406021865370334,0,0.8,1.0
