case,goal_id,family,goal_mask,method,budget,allowed_bits,costs,removed_bit,error,error_count,mean_query_cost,max_query_cost,mean_query_count,runtime_seconds,counts
nonunit_costs,affine_06_0,affine,15420,open_loop,4,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.8385999283054844e-05,"{""subsets_evaluated"": 7, ""terminal_evaluations"": 17, ""tree_nodes"": 27}"
nonunit_costs,affine_06_0,affine,15420,fixed_prefix,4,0|1|2|3,1|2|3|4,,0.5,8,3.0,3,2.0,5.890000466024503e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
missing_sensor,affine_06_0,affine,15420,adaptive,4,0|2|3,1|1|1|1,1,0.5,8,0.0,0,0.0,3.1644000046071596e-05,"{""cache_hits"": 28, ""query_candidates"": 27, ""states"": 27, ""terminal_evaluations"": 27}"
missing_sensor,affine_06_0,affine,15420,open_loop,4,0|2|3,1|1|1|1,1,0.5,8,0.0,0,0.0,2.0024999685119838e-05,"{""subsets_evaluated"": 8, ""terminal_evaluations"": 27, ""tree_nodes"": 46}"
missing_sensor,affine_06_0,affine,15420,fixed_prefix,4,0|2|3,1|1|1|1,1,0.5,8,3.0,3,3.0,7.393000487354584e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,affine_06_1,affine,50115,adaptive,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,7.304999599000439e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
primary,affine_06_1,affine,50115,open_loop,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,8.828999852994457e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,affine_06_1,affine,50115,fixed_prefix,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,4.162999175605364e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,affine_06_1,affine,50115,adaptive,1,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,1.4688001101603732e-05,"{""cache_hits"": 0, ""query_candidates"": 4, ""states"": 9, ""terminal_evaluations"": 9}"
primary,affine_06_1,affine,50115,open_loop,1,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,1.2020998838124797e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 9, ""tree_nodes"": 13}"
primary,affine_06_1,affine,50115,fixed_prefix,1,0|1|2|3,1|1|1|1,,0.5,8,1.0,1,1.0,4.842999260290526e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
primary,affine_06_1,affine,50115,adaptive,2,0|1|2|3,1|1|1|1,,0.0,0,2.0,2,2.0,3.976500011049211e-05,"{""cache_hits"": 24, ""query_candidates"": 28, ""states"": 33, ""terminal_evaluations"": 33}"
primary,affine_06_1,affine,50115,open_loop,2,0|1|2|3,1|1|1|1,,0.0,0,2.0,2,2.0,2.3672000679653138e-05,"{""subsets_evaluated"": 11, ""terminal_evaluations"": 33, ""tree_nodes"": 55}"
primary,affine_06_1,affine,50115,fixed_prefix,2,0|1|2|3,1|1|1|1,,0.5,8,2.0,2,2.0,6.1750015447614715e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
primary,affine_06_1,affine,50115,adaptive,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,8.05750005383743e-05,"{""cache_hits"": 88, ""query_candidates"": 76, ""states"": 65, ""terminal_evaluations"": 65}"
primary,affine_06_1,affine,50115,open_loop,3,0|1|2|3,1|1|1|1,,0.0,0,2.0,2,2.0,3.644699972937815e-05,"{""subsets_evaluated"": 15, ""terminal_evaluations"": 65, ""tree_nodes"": 115}"
primary,affine_06_1,affine,50115,fixed_prefix,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,7.971999366418459e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,affine_06_1,affine,50115,adaptive,4,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,9.903200043481775e-05,"{""cache_hits"": 136, ""query_candidates"": 108, ""states"": 81, ""terminal_evaluations"": 81}"
primary,affine_06_1,affine,50115,open_loop,4,0|1|2|3,1|1|1|1,,0.0,0,2.0,2,2.0,4.390699905343354e-05,"{""subsets_evaluated"": 16, ""terminal_evaluations"": 81, ""tree_nodes"": 146}"
primary,affine_06_1,affine,50115,fixed_prefix,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,1.1303000064799562e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 16, ""tree_nodes"": 31}"
nonunit_costs,affine_06_1,affine,50115,adaptive,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,7.553000614279881e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
nonunit_costs,affine_06_1,affine,50115,open_loop,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,8.696000804775394e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,affine_06_1,affine,50115,fixed_prefix,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,4.176999937044457e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,affine_06_1,affine,50115,adaptive,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.0331999874324538e-05,"{""cache_hits"": 0, ""query_candidates"": 1, ""states"": 3, ""terminal_evaluations"": 3}"
nonunit_costs,affine_06_1,affine,50115,open_loop,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,9.964998753275722e-06,"{""subsets_evaluated"": 2, ""terminal_evaluations"": 3, ""tree_nodes"": 4}"
nonunit_costs,affine_06_1,affine,50115,fixed_prefix,1,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,5.390000296756625e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,affine_06_1,affine,50115,adaptive,2,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.0877000022446737e-05,"{""cache_hits"": 0, ""query_candidates"": 2, ""states"": 5, ""terminal_evaluations"": 5}"
nonunit_costs,affine_06_1,affine,50115,open_loop,2,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.0371999451308511e-05,"{""subsets_evaluated"": 3, ""terminal_evaluations"": 5, ""tree_nodes"": 7}"
nonunit_costs,affine_06_1,affine,50115,fixed_prefix,2,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,4.877998435404152e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,affine_06_1,affine,50115,adaptive,3,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.6867999875103123e-05,"{""cache_hits"": 4, ""query_candidates"": 7, ""states"": 11, ""terminal_evaluations"": 11}"
nonunit_costs,affine_06_1,affine,50115,open_loop,3,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.3326998669072054e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 11, ""tree_nodes"": 17}"
nonunit_costs,affine_06_1,affine,50115,fixed_prefix,3,0|1|2|3,1|2|3|4,,0.5,8,3.0,3,2.0,6.093998308642767e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
nonunit_costs,affine_06_1,affine,50115,adaptive,4,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,2.238300112367142e-05,"{""cache_hits"": 8, ""query_candidates"": 12, ""states"": 17, ""terminal_evaluations"": 17}"
nonunit_costs,affine_06_1,affine,50115,open_loop,4,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.6459000107715838e-05,"{""subsets_evaluated"": 7, ""terminal_evaluations"": 17, ""tree_nodes"": 27}"
nonunit_costs,affine_06_1,affine,50115,fixed_prefix,4,0|1|2|3,1|2|3|4,,0.5,8,3.0,3,2.0,5.866999345016666e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
missing_sensor,affine_06_1,affine,50115,adaptive,4,0|2|3,1|1|1|1,1,0.5,8,0.0,0,0.0,3.44259988196427e-05,"{""cache_hits"": 28, ""query_candidates"": 27, ""states"": 27, ""terminal_evaluations"": 27}"
missing_sensor,affine_06_1,affine,50115,open_loop,4,0|2|3,1|1|1|1,1,0.5,8,0.0,0,0.0,1.920600152516272e-05,"{""subsets_evaluated"": 8, ""terminal_evaluations"": 27, ""tree_nodes"": 46}"
missing_sensor,affine_06_1,affine,50115,fixed_prefix,4,0|2|3,1|1|1|1,1,0.5,8,3.0,3,3.0,7.683000148972496e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,affine_07_0,affine,38550,adaptive,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,7.324999387492426e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
primary,affine_07_0,affine,38550,open_loop,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,8.404998879996128e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,affine_07_0,affine,38550,fixed_prefix,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,4.124000042793341e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,affine_07_0,affine,38550,adaptive,1,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,1.3286000466905534e-05,"{""cache_hits"": 0, ""query_candidates"": 4, ""states"": 9, ""terminal_evaluations"": 9}"
primary,affine_07_0,affine,38550,open_loop,1,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,1.344199881714303e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 9, ""tree_nodes"": 13}"
primary,affine_07_0,affine,38550,fixed_prefix,1,0|1|2|3,1|1|1|1,,0.5,8,1.0,1,1.0,5.183999746805057e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
primary,affine_07_0,affine,38550,adaptive,2,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,3.96249997720588e-05,"{""cache_hits"": 24, ""query_candidates"": 28, ""states"": 33, ""terminal_evaluations"": 33}"
primary,affine_07_0,affine,38550,open_loop,2,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,2.190200029872358e-05,"{""subsets_evaluated"": 11, ""terminal_evaluations"": 33, ""tree_nodes"": 55}"
primary,affine_07_0,affine,38550,fixed_prefix,2,0|1|2|3,1|1|1|1,,0.5,8,2.0,2,2.0,6.138001481303945e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
primary,affine_07_0,affine,38550,adaptive,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,7.533300049544778e-05,"{""cache_hits"": 88, ""query_candidates"": 76, ""states"": 65, ""terminal_evaluations"": 65}"
primary,affine_07_0,affine,38550,open_loop,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,3.7290999898687005e-05,"{""subsets_evaluated"": 15, ""terminal_evaluations"": 65, ""tree_nodes"": 115}"
primary,affine_07_0,affine,38550,fixed_prefix,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,8.011000318219885e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,affine_07_0,affine,38550,adaptive,4,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,0.00010097899939864874,"{""cache_hits"": 136, ""query_candidates"": 108, ""states"": 81, ""terminal_evaluations"": 81}"
primary,affine_07_0,affine,38550,open_loop,4,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,4.219699985696934e-05,"{""subsets_evaluated"": 16, ""terminal_evaluations"": 81, ""tree_nodes"": 146}"
primary,affine_07_0,affine,38550,fixed_prefix,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,1.1094000001321547e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 16, ""tree_nodes"": 31}"
nonunit_costs,affine_07_0,affine,38550,adaptive,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,7.599001037306152e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
nonunit_costs,affine_07_0,affine,38550,open_loop,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,8.992999937618151e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,affine_07_0,affine,38550,fixed_prefix,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,3.9499991544289514e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,affine_07_0,affine,38550,adaptive,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,9.095001587411389e-06,"{""cache_hits"": 0, ""query_candidates"": 1, ""states"": 3, ""terminal_evaluations"": 3}"
nonunit_costs,affine_07_0,affine,38550,open_loop,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,9.519000741420314e-06,"{""subsets_evaluated"": 2, ""terminal_evaluations"": 3, ""tree_nodes"": 4}"
nonunit_costs,affine_07_0,affine,38550,fixed_prefix,1,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,4.702000296674669e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,affine_07_0,affine,38550,adaptive,2,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.0998999641742557e-05,"{""cache_hits"": 0, ""query_candidates"": 2, ""states"": 5, ""terminal_evaluations"": 5}"
nonunit_costs,affine_07_0,affine,38550,open_loop,2,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.0470999768585898e-05,"{""subsets_evaluated"": 3, ""terminal_evaluations"": 5, ""tree_nodes"": 7}"
nonunit_costs,affine_07_0,affine,38550,fixed_prefix,2,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,4.898000042885542e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,affine_07_0,affine,38550,adaptive,3,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.805099964258261e-05,"{""cache_hits"": 4, ""query_candidates"": 7, ""states"": 11, ""terminal_evaluations"": 11}"
nonunit_costs,affine_07_0,affine,38550,open_loop,3,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.2999000318814069e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 11, ""tree_nodes"": 17}"
nonunit_costs,affine_07_0,affine,38550,fixed_prefix,3,0|1|2|3,1|2|3|4,,0.5,8,3.0,3,2.0,5.787000191048719e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
nonunit_costs,affine_07_0,affine,38550,adaptive,4,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,2.057900019281078e-05,"{""cache_hits"": 8, ""query_candidates"": 12, ""states"": 17, ""terminal_evaluations"": 17}"
nonunit_costs,affine_07_0,affine,38550,open_loop,4,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.5624000297975726e-05,"{""subsets_evaluated"": 7, ""terminal_evaluations"": 17, ""tree_nodes"": 27}"
nonunit_costs,affine_07_0,affine,38550,fixed_prefix,4,0|1|2|3,1|2|3|4,,0.5,8,3.0,3,2.0,5.707999662263319e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
missing_sensor,affine_07_0,affine,38550,adaptive,4,1|2|3,1|1|1|1,0,0.5,8,0.0,0,0.0,3.408500015211757e-05,"{""cache_hits"": 28, ""query_candidates"": 27, ""states"": 27, ""terminal_evaluations"": 27}"
missing_sensor,affine_07_0,affine,38550,open_loop,4,1|2|3,1|1|1|1,0,0.5,8,0.0,0,0.0,2.0892999600619078e-05,"{""subsets_evaluated"": 8, ""terminal_evaluations"": 27, ""tree_nodes"": 46}"
missing_sensor,affine_07_0,affine,38550,fixed_prefix,4,1|2|3,1|1|1|1,0,0.5,8,3.0,3,3.0,7.666998499189503e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,affine_07_1,affine,26985,adaptive,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,7.753998943371698e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
primary,affine_07_1,affine,26985,open_loop,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,8.381000952795148e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,affine_07_1,affine,26985,fixed_prefix,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,4.350999006419443e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,affine_07_1,affine,26985,adaptive,1,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,1.4999999621068127e-05,"{""cache_hits"": 0, ""query_candidates"": 4, ""states"": 9, ""terminal_evaluations"": 9}"
primary,affine_07_1,affine,26985,open_loop,1,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,1.384799907100387e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 9, ""tree_nodes"": 13}"
primary,affine_07_1,affine,26985,fixed_prefix,1,0|1|2|3,1|1|1|1,,0.5,8,1.0,1,1.0,5.227999281487428e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
primary,affine_07_1,affine,26985,adaptive,2,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,4.239000008965377e-05,"{""cache_hits"": 24, ""query_candidates"": 28, ""states"": 33, ""terminal_evaluations"": 33}"
primary,affine_07_1,affine,26985,open_loop,2,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,2.5377999918418936e-05,"{""subsets_evaluated"": 11, ""terminal_evaluations"": 33, ""tree_nodes"": 55}"
primary,affine_07_1,affine,26985,fixed_prefix,2,0|1|2|3,1|1|1|1,,0.5,8,2.0,2,2.0,6.791000487282872e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
primary,affine_07_1,affine,26985,adaptive,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,8.393600000999868e-05,"{""cache_hits"": 88, ""query_candidates"": 76, ""states"": 65, ""terminal_evaluations"": 65}"
primary,affine_07_1,affine,26985,open_loop,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,4.944800093653612e-05,"{""subsets_evaluated"": 15, ""terminal_evaluations"": 65, ""tree_nodes"": 115}"
primary,affine_07_1,affine,26985,fixed_prefix,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,9.122999472310767e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,affine_07_1,affine,26985,adaptive,4,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,0.0001168630005849991,"{""cache_hits"": 136, ""query_candidates"": 108, ""states"": 81, ""terminal_evaluations"": 81}"
primary,affine_07_1,affine,26985,open_loop,4,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,4.8824998884811066e-05,"{""subsets_evaluated"": 16, ""terminal_evaluations"": 81, ""tree_nodes"": 146}"
primary,affine_07_1,affine,26985,fixed_prefix,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,1.2245000107213855e-05,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 16, ""tree_nodes"": 31}"
nonunit_costs,affine_07_1,affine,26985,adaptive,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,8.641000022180378e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
nonunit_costs,affine_07_1,affine,26985,open_loop,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,8.924000212573446e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,affine_07_1,affine,26985,fixed_prefix,0,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,4.126999556319788e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
nonunit_costs,affine_07_1,affine,26985,adaptive,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.2364998838165775e-05,"{""cache_hits"": 0, ""query_candidates"": 1, ""states"": 3, ""terminal_evaluations"": 3}"
nonunit_costs,affine_07_1,affine,26985,open_loop,1,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.0616000508889556e-05,"{""subsets_evaluated"": 2, ""terminal_evaluations"": 3, ""tree_nodes"": 4}"
nonunit_costs,affine_07_1,affine,26985,fixed_prefix,1,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,4.9319987738272175e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,affine_07_1,affine,26985,adaptive,2,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.1160000212839805e-05,"{""cache_hits"": 0, ""query_candidates"": 2, ""states"": 5, ""terminal_evaluations"": 5}"
nonunit_costs,affine_07_1,affine,26985,open_loop,2,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.014500048768241e-05,"{""subsets_evaluated"": 3, ""terminal_evaluations"": 5, ""tree_nodes"": 7}"
nonunit_costs,affine_07_1,affine,26985,fixed_prefix,2,0|1|2|3,1|2|3|4,,0.5,8,1.0,1,1.0,5.154999598744325e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
nonunit_costs,affine_07_1,affine,26985,adaptive,3,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.716499900794588e-05,"{""cache_hits"": 4, ""query_candidates"": 7, ""states"": 11, ""terminal_evaluations"": 11}"
nonunit_costs,affine_07_1,affine,26985,open_loop,3,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.3414000932243653e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 11, ""tree_nodes"": 17}"
nonunit_costs,affine_07_1,affine,26985,fixed_prefix,3,0|1|2|3,1|2|3|4,,0.5,8,3.0,3,2.0,6.072001269785687e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
nonunit_costs,affine_07_1,affine,26985,adaptive,4,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,2.3385000531561673e-05,"{""cache_hits"": 8, ""query_candidates"": 12, ""states"": 17, ""terminal_evaluations"": 17}"
nonunit_costs,affine_07_1,affine,26985,open_loop,4,0|1|2|3,1|2|3|4,,0.5,8,0.0,0,0.0,1.5610999980708584e-05,"{""subsets_evaluated"": 7, ""terminal_evaluations"": 17, ""tree_nodes"": 27}"
nonunit_costs,affine_07_1,affine,26985,fixed_prefix,4,0|1|2|3,1|2|3|4,,0.5,8,3.0,3,2.0,5.8749992604134604e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
missing_sensor,affine_07_1,affine,26985,adaptive,4,1|2|3,1|1|1|1,0,0.5,8,0.0,0,0.0,3.3726000765454955e-05,"{""cache_hits"": 28, ""query_candidates"": 27, ""states"": 27, ""terminal_evaluations"": 27}"
missing_sensor,affine_07_1,affine,26985,open_loop,4,1|2|3,1|1|1|1,0,0.5,8,0.0,0,0.0,1.8015000023297034e-05,"{""subsets_evaluated"": 8, ""terminal_evaluations"": 27, ""tree_nodes"": 46}"
missing_sensor,affine_07_1,affine,26985,fixed_prefix,4,1|2|3,1|1|1|1,0,0.5,8,3.0,3,3.0,7.464999725925736e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,affine_08_0,affine,65280,adaptive,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,9.049999789567664e-06,"{""cache_hits"": 0, ""query_candidates"": 0, ""states"": 1, ""terminal_evaluations"": 1}"
primary,affine_08_0,affine,65280,open_loop,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,8.622000677860342e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,affine_08_0,affine,65280,fixed_prefix,0,0|1|2|3,1|1|1|1,,0.5,8,0.0,0,0.0,4.420000550453551e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 1, ""tree_nodes"": 1}"
primary,affine_08_0,affine,65280,adaptive,1,0|1|2|3,1|1|1|1,,0.0,0,1.0,1,1.0,1.5383000572910532e-05,"{""cache_hits"": 0, ""query_candidates"": 4, ""states"": 9, ""terminal_evaluations"": 9}"
primary,affine_08_0,affine,65280,open_loop,1,0|1|2|3,1|1|1|1,,0.0,0,1.0,1,1.0,1.2984999557374977e-05,"{""subsets_evaluated"": 5, ""terminal_evaluations"": 9, ""tree_nodes"": 13}"
primary,affine_08_0,affine,65280,fixed_prefix,1,0|1|2|3,1|1|1|1,,0.5,8,1.0,1,1.0,5.204999979468994e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 2, ""tree_nodes"": 3}"
primary,affine_08_0,affine,65280,adaptive,2,0|1|2|3,1|1|1|1,,0.0,0,2.0,2,2.0,3.815700074483175e-05,"{""cache_hits"": 24, ""query_candidates"": 28, ""states"": 33, ""terminal_evaluations"": 33}"
primary,affine_08_0,affine,65280,open_loop,2,0|1|2|3,1|1|1|1,,0.0,0,1.0,1,1.0,2.189800034102518e-05,"{""subsets_evaluated"": 11, ""terminal_evaluations"": 33, ""tree_nodes"": 55}"
primary,affine_08_0,affine,65280,fixed_prefix,2,0|1|2|3,1|1|1|1,,0.5,8,2.0,2,2.0,5.9630001487676054e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 4, ""tree_nodes"": 7}"
primary,affine_08_0,affine,65280,adaptive,3,0|1|2|3,1|1|1|1,,0.0,0,3.0,3,3.0,8.047600022109691e-05,"{""cache_hits"": 88, ""query_candidates"": 76, ""states"": 65, ""terminal_evaluations"": 65}"
primary,affine_08_0,affine,65280,open_loop,3,0|1|2|3,1|1|1|1,,0.0,0,1.0,1,1.0,3.6023000575369224e-05,"{""subsets_evaluated"": 15, ""terminal_evaluations"": 65, ""tree_nodes"": 115}"
primary,affine_08_0,affine,65280,fixed_prefix,3,0|1|2|3,1|1|1|1,,0.5,8,3.0,3,3.0,7.998000000952743e-06,"{""subsets_evaluated"": 1, ""terminal_evaluations"": 8, ""tree_nodes"": 15}"
primary,affine_08_0,affine,65280,adaptive,4,0|1|2|3,1|1|1|1,,0.0,0,4.0,4,4.0,9.618100011721253e-05,"{""cache_hits"": 136, ""query_candidates"": 108, ""states"": 81, ""terminal_evaluations"": 81}"
primary,affine_08_0,affine,65280,open_loop,4,0|1|2|3,1|1|1|1,,0.0,0,1.0,1,1.0,4.3000000005122274e-05,"{""subsets_evaluated"": 16, ""terminal_evaluations"": 81, ""tree_nodes"": 146}"
