family,target_id,target_mask,regime,m,rep,method,pred_mask,budget,planner,actual_error,predicted_error,oracle_error,excess_error,high_bit_error,program_error,action_mask
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,2,affine,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,2,affine,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,2,affine,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,2,affine,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,2,affine,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,2,affine,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,2,prefix32,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,2,prefix32,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,2,prefix32,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,2,prefix32,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,2,prefix32,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,2,prefix32,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,exact,4015,2,adaptive,0.125,0.125,0.125,0.0,0.25,0.0,44975
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,exact,4015,2,batch,0.125,0.125,0.125,0.0,0.0,0.0,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,exact,4015,3,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,exact,4015,3,batch,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,exact,4015,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,exact,4015,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,affine,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,affine,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,affine,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,affine,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,affine,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,affine,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,prefix32,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,prefix32,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,prefix32,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,prefix32,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,prefix32,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,3,prefix32,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,exact,4015,2,adaptive,0.125,0.125,0.125,0.0,0.25,0.0,44975
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,exact,4015,2,batch,0.125,0.125,0.125,0.0,0.0,0.0,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,exact,4015,3,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,exact,4015,3,batch,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,exact,4015,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,exact,4015,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,affine,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,affine,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,affine,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,affine,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,affine,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,affine,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,prefix32,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,prefix32,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,prefix32,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,prefix32,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,prefix32,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,3,prefix32,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,exact,4095,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,4095
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,exact,4095,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,4095
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,exact,4095,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,4095
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,exact,4095,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,4095
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,exact,4095,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,4095
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,exact,4095,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,4095
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,affine,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,affine,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,affine,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,affine,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,affine,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,affine,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,prefix32,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,prefix32,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,prefix32,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,prefix32,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,prefix32,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,4,prefix32,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,exact,4015,2,adaptive,0.125,0.125,0.125,0.0,0.25,0.0,44975
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,exact,4015,2,batch,0.125,0.125,0.125,0.0,0.0,0.0,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,exact,4015,3,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,exact,4015,3,batch,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,exact,4015,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,exact,4015,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,affine,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,affine,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,affine,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,affine,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,affine,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,affine,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,prefix32,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,prefix32,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,prefix32,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,prefix32,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,prefix32,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,4,prefix32,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,exact,21930,2,adaptive,0.375,0.0,0.125,0.25,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,exact,21930,2,batch,0.375,0.0,0.125,0.25,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,exact,21930,3,adaptive,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,exact,21930,3,batch,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,exact,21930,4,adaptive,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,exact,21930,4,batch,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,affine,21930,2,adaptive,0.375,0.0,0.125,0.25,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,affine,21930,2,batch,0.375,0.0,0.125,0.25,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,affine,21930,3,adaptive,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,affine,21930,3,batch,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,affine,21930,4,adaptive,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,affine,21930,4,batch,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,prefix32,21930,2,adaptive,0.375,0.0,0.125,0.25,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,prefix32,21930,2,batch,0.375,0.0,0.125,0.25,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,prefix32,21930,3,adaptive,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,prefix32,21930,3,batch,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,prefix32,21930,4,adaptive,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,5,prefix32,21930,4,batch,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,exact,4015,2,adaptive,0.125,0.125,0.125,0.0,0.25,0.0,44975
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,exact,4015,2,batch,0.125,0.125,0.125,0.0,0.0,0.0,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,exact,4015,3,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,exact,4015,3,batch,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,exact,4015,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,exact,4015,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,affine,21930,2,adaptive,0.375,0.0,0.125,0.25,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,affine,21930,2,batch,0.375,0.0,0.125,0.25,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,affine,21930,3,adaptive,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,affine,21930,3,batch,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,affine,21930,4,adaptive,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,affine,21930,4,batch,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,prefix32,21930,2,adaptive,0.375,0.0,0.125,0.25,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,prefix32,21930,2,batch,0.375,0.0,0.125,0.25,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,prefix32,21930,3,adaptive,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,prefix32,21930,3,batch,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,prefix32,21930,4,adaptive,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,5,prefix32,21930,4,batch,0.375,0.0,0.0,0.375,0.5,0.375,21930
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,exact,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,exact,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,exact,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,exact,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,exact,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,exact,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,affine,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,affine,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,affine,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,affine,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,affine,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,affine,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,prefix32,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,prefix32,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,prefix32,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,prefix32,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,prefix32,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,6,prefix32,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,exact,4015,2,adaptive,0.125,0.125,0.125,0.0,0.25,0.0,44975
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,exact,4015,2,batch,0.125,0.125,0.125,0.0,0.0,0.0,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,exact,4015,3,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,exact,4015,3,batch,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,exact,4015,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,exact,4015,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,affine,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,affine,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,affine,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,affine,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,affine,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,affine,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,prefix32,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,prefix32,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,prefix32,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,prefix32,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,prefix32,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,6,prefix32,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,exact,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,exact,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,exact,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,exact,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,exact,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,exact,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,affine,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,affine,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,affine,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,affine,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,affine,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,affine,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,prefix32,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,prefix32,3855,2,batch,0.125,0.0,0.125,0.0,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,prefix32,3855,3,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,prefix32,3855,3,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,prefix32,3855,4,adaptive,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,8,7,prefix32,3855,4,batch,0.125,0.0,0.0,0.125,0.0,0.125,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,7,exact,4015,2,adaptive,0.125,0.125,0.125,0.0,0.25,0.0,44975
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,7,exact,4015,2,batch,0.125,0.125,0.125,0.0,0.0,0.0,3855
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,7,exact,4015,3,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,7,exact,4015,3,batch,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,7,exact,4015,4,adaptive,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,7,exact,4015,4,batch,0.0,0.0,0.0,0.0,0.0,0.0,4015
nonlinear_in_grammar,nonlinear_in_grammar_43,4015,uniform,32,7,affine,3855,2,adaptive,0.125,0.0,0.125,0.0,0.0,0.125,3855
